Province_State,date,Confrimed_Case
Alabama,1/22/20,0
Alabama,1/23/20,0
Alabama,1/24/20,0
Alabama,1/25/20,0
Alabama,1/26/20,0
Alabama,1/27/20,0
Alabama,1/28/20,0
Alabama,1/29/20,0
Alabama,1/30/20,0
Alabama,1/31/20,0
Alabama,2/1/20,0
Alabama,2/2/20,0
Alabama,2/3/20,0
Alabama,2/4/20,0
Alabama,2/5/20,0
Alabama,2/6/20,0
Alabama,2/7/20,0
Alabama,2/8/20,0
Alabama,2/9/20,0
Alabama,2/10/20,0
Alabama,2/11/20,0
Alabama,2/12/20,0
Alabama,2/13/20,0
Alabama,2/14/20,0
Alabama,2/15/20,0
Alabama,2/16/20,0
Alabama,2/17/20,0
Alabama,2/18/20,0
Alabama,2/19/20,0
Alabama,2/20/20,0
Alabama,2/21/20,0
Alabama,2/22/20,0
Alabama,2/23/20,0
Alabama,2/24/20,0
Alabama,2/25/20,0
Alabama,2/26/20,0
Alabama,2/27/20,0
Alabama,2/28/20,0
Alabama,2/29/20,0
Alabama,3/1/20,0
Alabama,3/2/20,0
Alabama,3/3/20,0
Alabama,3/4/20,0
Alabama,3/5/20,0
Alabama,3/6/20,0
Alabama,3/7/20,0
Alabama,3/8/20,0
Alabama,3/9/20,0
Alabama,3/10/20,0
Alabama,3/11/20,3
Alabama,3/12/20,4
Alabama,3/13/20,8
Alabama,3/14/20,15
Alabama,3/15/20,28
Alabama,3/16/20,36
Alabama,3/17/20,51
Alabama,3/18/20,61
Alabama,3/19/20,88
Alabama,3/20/20,115
Alabama,3/21/20,149
Alabama,3/22/20,180
Alabama,3/23/20,224
Alabama,3/24/20,298
Alabama,3/25/20,472
Alabama,3/26/20,574
Alabama,3/27/20,684
Alabama,3/28/20,801
Alabama,3/29/20,880
Alabama,3/30/20,1001
Alabama,3/31/20,1063
Alabama,4/1/20,1175
Alabama,4/2/20,1371
Alabama,4/3/20,1606
Alabama,4/4/20,1727
Alabama,4/5/20,1905
Alabama,4/6/20,2079
Alabama,4/7/20,2308
Alabama,4/8/20,2614
Alabama,4/9/20,2954
Alabama,4/10/20,3112
Alabama,4/11/20,3346
Alabama,4/12/20,3667
Alabama,4/13/20,3870
Alabama,4/14/20,4041
Alabama,4/15/20,4307
Alabama,4/16/20,4465
Alabama,4/17/20,4557
Alabama,4/18/20,4788
Alabama,4/19/20,4978
Alabama,4/20/20,5163
Alabama,4/21/20,5404
Alabama,4/22/20,5692
Alabama,4/23/20,5899
Alabama,4/24/20,6092
Alabama,4/25/20,6274
Alabama,4/26/20,6475
Alabama,4/27/20,6621
Alabama,4/28/20,6820
Alabama,4/29/20,6979
Alabama,4/30/20,7187
Alabama,5/1/20,7440
Alabama,5/2/20,7700
Alabama,5/3/20,7977
Alabama,5/4/20,8203
Alabama,5/5/20,8520
Alabama,5/6/20,8769
Alabama,5/7/20,9115
Alabama,5/8/20,9437
Alabama,5/9/20,9720
Alabama,5/10/20,9982
Alabama,5/11/20,10262
Alabama,5/12/20,10566
Alabama,5/13/20,10822
Alabama,5/14/20,11161
Alabama,5/15/20,11494
Alabama,5/16/20,11828
Alabama,5/17/20,12137
Alabama,5/18/20,12438
Alabama,5/19/20,12825
Alabama,5/20/20,13186
Alabama,5/21/20,13590
Alabama,5/22/20,13954
Alabama,5/23/20,14328
Alabama,5/24/20,14676
Alabama,5/25/20,15309
Alabama,5/26/20,15899
Alabama,5/27/20,16263
Alabama,5/28/20,16749
Alabama,5/29/20,17262
Alabama,5/30/20,17689
Alabama,5/31/20,18200
Alabama,6/1/20,18525
Alabama,6/2/20,18734
Alabama,6/3/20,18954
Alabama,6/4/20,19262
Alabama,6/5/20,19910
Alabama,6/6/20,20355
Alabama,6/7/20,20777
Alabama,6/8/20,21268
Alabama,6/9/20,21834
Alabama,6/10/20,22659
Alabama,6/11/20,23370
Alabama,6/12/20,24405
Alabama,6/13/20,25364
Alabama,6/14/20,26182
Alabama,6/15/20,26485
Alabama,6/16/20,27034
Alabama,6/17/20,27941
Alabama,6/18/20,28676
Alabama,6/19/20,29225
Alabama,6/20/20,29683
Alabama,6/21/20,30122
Alabama,6/22/20,30771
Alabama,6/23/20,31889
Alabama,6/24/20,32878
Alabama,6/25/20,33880
Alabama,6/26/20,34903
Alabama,6/27/20,35083
Alabama,6/28/20,36503
Alabama,6/29/20,37589
Alabama,6/30/20,38477
Alabama,7/1/20,39647
Alabama,7/2/20,41340
Alabama,7/3/20,42255
Alabama,7/4/20,43216
Alabama,7/5/20,44022
Alabama,7/6/20,44932
Alabama,7/7/20,46348
Alabama,7/8/20,48149
Alabama,7/9/20,49695
Alabama,7/10/20,51329
Alabama,7/11/20,52802
Alabama,7/12/20,54781
Alabama,7/13/20,56168
Alabama,7/14/20,58284
Alabama,7/15/20,60194
Alabama,7/16/20,62128
Alabama,7/17/20,64152
Alabama,7/18/20,66181
Alabama,7/19/20,67733
Alabama,7/20/20,69236
Alabama,7/21/20,70600
Alabama,7/22/20,72594
Alabama,7/23/20,74685
Alabama,7/24/20,76795
Alabama,7/25/20,78188
Alabama,7/26/20,79948
Alabama,7/27/20,81256
Alabama,7/28/20,82698
Alabama,7/29/20,84652
Alabama,7/30/20,86664
Alabama,7/31/20,88266
Alabama,8/1/20,90299
Alabama,8/2/20,91458
Alabama,8/3/20,92502
Alabama,8/4/20,93457
Alabama,8/5/20,95323
Alabama,8/6/20,97044
Alabama,8/7/20,98895
Alabama,8/8/20,99854
Alabama,8/9/20,101466
Alabama,8/10/20,102391
Alabama,8/11/20,103485
Alabama,8/12/20,104219
Alabama,8/13/20,104976
Alabama,8/14/20,106096
Alabama,8/15/20,106926
Alabama,8/16/20,107667
Alabama,8/17/20,109092
Alabama,8/18/20,110415
Alabama,8/19/20,111696
Alabama,8/20/20,112737
Alabama,8/21/20,114212
Alabama,8/22/20,114809
Alabama,8/23/20,115485
Alabama,8/24/20,116045
Alabama,8/25/20,118190
Alabama,8/26/20,119904
Alabama,8/27/20,121041
Alabama,8/28/20,122879
Alabama,8/29/20,124155
Alabama,8/30/20,124944
Alabama,8/31/20,126500
Alabama,9/1/20,127234
Alabama,9/2/20,128240
Alabama,9/3/20,129225
Alabama,9/4/20,130373
Alabama,9/5/20,130914
Alabama,9/6/20,131690
Alabama,9/7/20,132221
Alabama,9/8/20,133005
Alabama,9/9/20,134061
Alabama,9/10/20,135138
Alabama,9/11/20,136107
Alabama,9/12/20,137166
Alabama,9/13/20,137861
Alabama,9/14/20,138619
Alabama,9/15/20,139660
Alabama,9/16/20,140423
Alabama,9/17/20,141454
Alabama,9/18/20,142768
Alabama,9/19/20,143578
Alabama,9/20/20,144325
Alabama,9/21/20,145202
Alabama,9/22/20,145859
Alabama,9/23/20,146897
Alabama,9/24/20,149263
Alabama,9/25/20,150239
Alabama,9/26/20,150965
Alabama,9/27/20,151604
Alabama,9/28/20,152350
Alabama,9/29/20,153584
Alabama,9/30/20,154772
Alabama,10/1/20,155727
Alabama,10/2/20,157402
Alabama,10/3/20,158181
Alabama,10/4/20,158717
Alabama,10/5/20,159476
Alabama,10/6/20,160485
Alabama,10/7/20,161085
Alabama,10/8/20,162683
Alabama,10/9/20,163897
Alabama,10/10/20,164698
Alabama,10/11/20,165414
Alabama,10/12/20,166514
Alabama,10/13/20,167396
Alabama,10/14/20,168620
Alabama,10/15/20,169845
Alabama,10/16/20,171157
Alabama,10/17/20,172137
Alabama,10/18/20,173002
Alabama,10/19/20,174078
Alabama,10/20/20,175210
Alabama,10/21/20,176605
Alabama,10/22/20,180437
Alabama,10/23/20,182567
Alabama,10/24/20,183831
Alabama,10/25/20,184723
Alabama,10/26/20,185938
Alabama,10/27/20,187267
Alabama,10/28/20,188775
Alabama,10/29/20,190113
Alabama,10/30/20,191932
Alabama,10/31/20,193613
Alabama,11/1/20,194458
Alabama,11/2/20,195692
Alabama,11/3/20,197504
Alabama,11/4/20,198927
Alabama,11/5/20,200528
Alabama,11/6/20,202131
Alabama,11/7/20,203518
Alabama,11/8/20,204665
Alabama,11/9/20,206523
Alabama,11/10/20,206562
Alabama,11/11/20,208637
Alabama,11/12/20,210637
Alabama,11/13/20,213617
Alabama,11/14/20,215843
Alabama,11/15/20,217822
Alabama,11/16/20,219232
Alabama,11/17/20,220848
Alabama,11/18/20,223486
Alabama,11/19/20,225910
Alabama,11/20/20,228373
Alabama,11/21/20,230708
Alabama,11/22/20,232506
Alabama,11/23/20,234080
Alabama,11/24/20,236865
Alabama,11/25/20,239318
Alabama,11/26/20,241957
Alabama,11/27/20,242874
Alabama,11/28/20,244993
Alabama,11/29/20,247229
Alabama,11/30/20,249524
Alabama,12/1/20,252900
Alabama,12/2/20,256828
Alabama,12/3/20,260359
Alabama,12/4/20,264199
Alabama,12/5/20,267589
Alabama,12/6/20,269877
Alabama,12/7/20,272229
Alabama,12/8/20,276665
Alabama,12/9/20,280187
Alabama,12/10/20,284922
Alabama,12/11/20,288775
Alabama,12/12/20,292841
Alabama,12/13/20,295631
Alabama,12/14/20,297895
Alabama,12/15/20,301533
Alabama,12/16/20,305640
Alabama,12/17/20,310335
Alabama,12/18/20,315683
Alabama,12/19/20,319904
Alabama,12/20/20,322452
Alabama,12/21/20,324832
Alabama,12/22/20,329811
Alabama,12/23/20,334569
Alabama,12/24/20,338801
Alabama,12/25/20,342426
Alabama,12/26/20,343458
Alabama,12/27/20,345628
Alabama,12/28/20,347897
Alabama,12/29/20,351804
Alabama,12/30/20,356820
Alabama,12/31/20,361226
Alabama,1/1/21,365747
Alabama,1/2/21,369458
Alabama,1/3/21,371934
Alabama,1/4/21,374095
Alabama,1/5/21,379593
Alabama,1/6/21,384184
Alabama,1/7/21,389230
Alabama,1/8/21,394287
Alabama,1/9/21,399150
Alabama,1/10/21,401900
Alabama,1/11/21,404000
Alabama,1/12/21,407848
Alabama,1/13/21,410995
Alabama,1/14/21,414583
Alabama,1/15/21,417528
Alabama,1/16/21,420681
Alabama,1/17/21,422598
Alabama,1/18/21,424028
Alabama,1/19/21,426543
Alabama,1/20/21,429655
Alaska,1/22/20,0
Alaska,1/23/20,0
Alaska,1/24/20,0
Alaska,1/25/20,0
Alaska,1/26/20,0
Alaska,1/27/20,0
Alaska,1/28/20,0
Alaska,1/29/20,0
Alaska,1/30/20,0
Alaska,1/31/20,0
Alaska,2/1/20,0
Alaska,2/2/20,0
Alaska,2/3/20,0
Alaska,2/4/20,0
Alaska,2/5/20,0
Alaska,2/6/20,0
Alaska,2/7/20,0
Alaska,2/8/20,0
Alaska,2/9/20,0
Alaska,2/10/20,0
Alaska,2/11/20,0
Alaska,2/12/20,0
Alaska,2/13/20,0
Alaska,2/14/20,0
Alaska,2/15/20,0
Alaska,2/16/20,0
Alaska,2/17/20,0
Alaska,2/18/20,0
Alaska,2/19/20,0
Alaska,2/20/20,0
Alaska,2/21/20,0
Alaska,2/22/20,0
Alaska,2/23/20,0
Alaska,2/24/20,0
Alaska,2/25/20,0
Alaska,2/26/20,0
Alaska,2/27/20,0
Alaska,2/28/20,0
Alaska,2/29/20,0
Alaska,3/1/20,0
Alaska,3/2/20,0
Alaska,3/3/20,0
Alaska,3/4/20,0
Alaska,3/5/20,0
Alaska,3/6/20,0
Alaska,3/7/20,0
Alaska,3/8/20,0
Alaska,3/9/20,0
Alaska,3/10/20,0
Alaska,3/11/20,0
Alaska,3/12/20,0
Alaska,3/13/20,1
Alaska,3/14/20,1
Alaska,3/15/20,1
Alaska,3/16/20,1
Alaska,3/17/20,4
Alaska,3/18/20,9
Alaska,3/19/20,12
Alaska,3/20/20,15
Alaska,3/21/20,16
Alaska,3/22/20,26
Alaska,3/23/20,39
Alaska,3/24/20,43
Alaska,3/25/20,50
Alaska,3/26/20,64
Alaska,3/27/20,75
Alaska,3/28/20,92
Alaska,3/29/20,111
Alaska,3/30/20,119
Alaska,3/31/20,129
Alaska,4/1/20,142
Alaska,4/2/20,150
Alaska,4/3/20,161
Alaska,4/4/20,172
Alaska,4/5/20,187
Alaska,4/6/20,193
Alaska,4/7/20,215
Alaska,4/8/20,228
Alaska,4/9/20,238
Alaska,4/10/20,249
Alaska,4/11/20,261
Alaska,4/12/20,276
Alaska,4/13/20,281
Alaska,4/14/20,289
Alaska,4/15/20,297
Alaska,4/16/20,305
Alaska,4/17/20,314
Alaska,4/18/20,319
Alaska,4/19/20,324
Alaska,4/20/20,326
Alaska,4/21/20,334
Alaska,4/22/20,340
Alaska,4/23/20,342
Alaska,4/24/20,344
Alaska,4/25/20,344
Alaska,4/26/20,346
Alaska,4/27/20,350
Alaska,4/28/20,356
Alaska,4/29/20,360
Alaska,4/30/20,360
Alaska,5/1/20,369
Alaska,5/2/20,370
Alaska,5/3/20,373
Alaska,5/4/20,375
Alaska,5/5/20,376
Alaska,5/6/20,377
Alaska,5/7/20,380
Alaska,5/8/20,383
Alaska,5/9/20,385
Alaska,5/10/20,386
Alaska,5/11/20,388
Alaska,5/12/20,390
Alaska,5/13/20,391
Alaska,5/14/20,396
Alaska,5/15/20,398
Alaska,5/16/20,403
Alaska,5/17/20,408
Alaska,5/18/20,411
Alaska,5/19/20,411
Alaska,5/20/20,416
Alaska,5/21/20,416
Alaska,5/22/20,418
Alaska,5/23/20,423
Alaska,5/24/20,423
Alaska,5/25/20,426
Alaska,5/26/20,430
Alaska,5/27/20,431
Alaska,5/28/20,444
Alaska,5/29/20,450
Alaska,5/30/20,455
Alaska,5/31/20,484
Alaska,6/1/20,491
Alaska,6/2/20,512
Alaska,6/3/20,531
Alaska,6/4/20,559
Alaska,6/5/20,572
Alaska,6/6/20,586
Alaska,6/7/20,595
Alaska,6/8/20,614
Alaska,6/9/20,627
Alaska,6/10/20,649
Alaska,6/11/20,676
Alaska,6/12/20,697
Alaska,6/13/20,731
Alaska,6/14/20,743
Alaska,6/15/20,747
Alaska,6/16/20,761
Alaska,6/17/20,786
Alaska,6/18/20,805
Alaska,6/19/20,833
Alaska,6/20/20,856
Alaska,6/21/20,870
Alaska,6/22/20,881
Alaska,6/23/20,915
Alaska,6/24/20,938
Alaska,6/25/20,982
Alaska,6/26/20,1011
Alaska,6/27/20,1038
Alaska,6/28/20,1070
Alaska,6/29/20,1095
Alaska,6/30/20,1142
Alaska,7/1/20,1184
Alaska,7/2/20,1234
Alaska,7/3/20,1294
Alaska,7/4/20,1349
Alaska,7/5/20,1382
Alaska,7/6/20,1410
Alaska,7/7/20,1434
Alaska,7/8/20,1485
Alaska,7/9/20,1537
Alaska,7/10/20,1591
Alaska,7/11/20,1668
Alaska,7/12/20,1784
Alaska,7/13/20,1855
Alaska,7/14/20,1915
Alaska,7/15/20,1972
Alaska,7/16/20,2050
Alaska,7/17/20,2102
Alaska,7/18/20,2179
Alaska,7/19/20,2295
Alaska,7/20/20,2435
Alaska,7/21/20,2541
Alaska,7/22/20,2648
Alaska,7/23/20,2727
Alaska,7/24/20,2793
Alaska,7/25/20,2911
Alaska,7/26/20,3144
Alaska,7/27/20,3255
Alaska,7/28/20,3390
Alaska,7/29/20,3483
Alaska,7/30/20,3605
Alaska,7/31/20,3716
Alaska,8/1/20,3866
Alaska,8/2/20,4014
Alaska,8/3/20,4092
Alaska,8/4/20,4161
Alaska,8/5/20,4220
Alaska,8/6/20,4266
Alaska,8/7/20,4334
Alaska,8/8/20,4421
Alaska,8/9/20,4521
Alaska,8/10/20,4590
Alaska,8/11/20,4645
Alaska,8/12/20,4712
Alaska,8/13/20,4813
Alaska,8/14/20,4918
Alaska,8/15/20,5003
Alaska,8/16/20,5107
Alaska,8/17/20,5157
Alaska,8/18/20,5228
Alaska,8/19/20,5305
Alaska,8/20/20,5390
Alaska,8/21/20,5462
Alaska,8/22/20,5552
Alaska,8/23/20,5619
Alaska,8/24/20,5691
Alaska,8/25/20,5727
Alaska,8/26/20,5781
Alaska,8/27/20,5870
Alaska,8/28/20,5989
Alaska,8/29/20,6086
Alaska,8/30/20,6135
Alaska,8/31/20,6173
Alaska,9/1/20,6209
Alaska,9/2/20,6276
Alaska,9/3/20,6366
Alaska,9/4/20,6492
Alaska,9/5/20,6582
Alaska,9/6/20,6679
Alaska,9/7/20,6714
Alaska,9/8/20,6748
Alaska,9/9/20,6813
Alaska,9/10/20,6928
Alaska,9/11/20,7025
Alaska,9/12/20,7129
Alaska,9/13/20,7191
Alaska,9/14/20,7268
Alaska,9/15/20,7312
Alaska,9/16/20,7364
Alaska,9/17/20,7476
Alaska,9/18/20,7587
Alaska,9/19/20,7683
Alaska,9/20/20,7791
Alaska,9/21/20,7862
Alaska,9/22/20,7922
Alaska,9/23/20,7999
Alaska,9/24/20,8142
Alaska,9/25/20,8269
Alaska,9/26/20,8388
Alaska,9/27/20,8500
Alaska,9/28/20,8617
Alaska,9/29/20,8739
Alaska,9/30/20,8845
Alaska,10/1/20,8985
Alaska,10/2/20,9129
Alaska,10/3/20,9270
Alaska,10/4/20,9413
Alaska,10/5/20,9612
Alaska,10/6/20,9763
Alaska,10/7/20,9885
Alaska,10/8/20,10025
Alaska,10/9/20,10214
Alaska,10/10/20,10447
Alaska,10/11/20,10697
Alaska,10/12/20,10893
Alaska,10/13/20,11052
Alaska,10/14/20,11220
Alaska,10/15/20,11390
Alaska,10/16/20,11614
Alaska,10/17/20,11824
Alaska,10/18/20,12038
Alaska,10/19/20,12242
Alaska,10/20/20,12475
Alaska,10/21/20,12699
Alaska,10/22/20,12936
Alaska,10/23/20,13188
Alaska,10/24/20,13545
Alaska,10/25/20,14070
Alaska,10/26/20,14417
Alaska,10/27/20,14798
Alaska,10/28/20,15155
Alaska,10/29/20,15522
Alaska,10/30/20,15908
Alaska,10/31/20,16355
Alaska,11/1/20,16705
Alaska,11/2/20,17057
Alaska,11/3/20,17448
Alaska,11/4/20,17860
Alaska,11/5/20,18174
Alaska,11/6/20,18699
Alaska,11/7/20,19306
Alaska,11/8/20,19826
Alaska,11/9/20,20300
Alaska,11/10/20,20832
Alaska,11/11/20,21331
Alaska,11/12/20,21812
Alaska,11/13/20,22405
Alaska,11/14/20,23153
Alaska,11/15/20,23814
Alaska,11/16/20,24399
Alaska,11/17/20,25041
Alaska,11/18/20,25588
Alaska,11/19/20,26081
Alaska,11/20/20,26544
Alaska,11/21/20,27224
Alaska,11/22/20,27773
Alaska,11/23/20,28273
Alaska,11/24/20,28863
Alaska,11/25/20,29543
Alaska,11/26/20,30102
Alaska,11/27/20,30776
Alaska,11/28/20,31444
Alaska,11/29/20,32065
Alaska,11/30/20,32576
Alaska,12/1/20,33115
Alaska,12/2/20,33802
Alaska,12/3/20,34563
Alaska,12/4/20,35325
Alaska,12/5/20,36271
Alaska,12/6/20,37036
Alaska,12/7/20,37539
Alaska,12/8/20,38116
Alaska,12/9/20,38707
Alaska,12/10/20,39345
Alaska,12/11/20,39975
Alaska,12/12/20,40497
Alaska,12/13/20,41143
Alaska,12/14/20,41573
Alaska,12/15/20,41858
Alaska,12/16/20,42473
Alaska,12/17/20,42856
Alaska,12/18/20,43352
Alaska,12/19/20,43688
Alaska,12/20/20,43871
Alaska,12/21/20,44023
Alaska,12/22/20,44463
Alaska,12/23/20,44828
Alaska,12/24/20,45104
Alaska,12/25/20,45104
Alaska,12/26/20,45479
Alaska,12/27/20,45781
Alaska,12/28/20,45909
Alaska,12/29/20,46092
Alaska,12/30/20,46483
Alaska,12/31/20,46986
Alaska,1/1/21,46986
Alaska,1/2/21,47801
Alaska,1/3/21,48098
Alaska,1/4/21,48363
Alaska,1/5/21,48560
Alaska,1/6/21,48899
Alaska,1/7/21,49228
Alaska,1/8/21,49639
Alaska,1/9/21,49958
Alaska,1/10/21,50218
Alaska,1/11/21,50394
Alaska,1/12/21,50522
Alaska,1/13/21,50816
Alaska,1/14/21,51157
Alaska,1/15/21,51466
Alaska,1/16/21,51653
Alaska,1/17/21,51938
Alaska,1/18/21,52093
Alaska,1/19/21,52222
Alaska,1/20/21,52393
American Samoa,1/22/20,0
American Samoa,1/23/20,0
American Samoa,1/24/20,0
American Samoa,1/25/20,0
American Samoa,1/26/20,0
American Samoa,1/27/20,0
American Samoa,1/28/20,0
American Samoa,1/29/20,0
American Samoa,1/30/20,0
American Samoa,1/31/20,0
American Samoa,2/1/20,0
American Samoa,2/2/20,0
American Samoa,2/3/20,0
American Samoa,2/4/20,0
American Samoa,2/5/20,0
American Samoa,2/6/20,0
American Samoa,2/7/20,0
American Samoa,2/8/20,0
American Samoa,2/9/20,0
American Samoa,2/10/20,0
American Samoa,2/11/20,0
American Samoa,2/12/20,0
American Samoa,2/13/20,0
American Samoa,2/14/20,0
American Samoa,2/15/20,0
American Samoa,2/16/20,0
American Samoa,2/17/20,0
American Samoa,2/18/20,0
American Samoa,2/19/20,0
American Samoa,2/20/20,0
American Samoa,2/21/20,0
American Samoa,2/22/20,0
American Samoa,2/23/20,0
American Samoa,2/24/20,0
American Samoa,2/25/20,0
American Samoa,2/26/20,0
American Samoa,2/27/20,0
American Samoa,2/28/20,0
American Samoa,2/29/20,0
American Samoa,3/1/20,0
American Samoa,3/2/20,0
American Samoa,3/3/20,0
American Samoa,3/4/20,0
American Samoa,3/5/20,0
American Samoa,3/6/20,0
American Samoa,3/7/20,0
American Samoa,3/8/20,0
American Samoa,3/9/20,0
American Samoa,3/10/20,0
American Samoa,3/11/20,0
American Samoa,3/12/20,0
American Samoa,3/13/20,0
American Samoa,3/14/20,0
American Samoa,3/15/20,0
American Samoa,3/16/20,0
American Samoa,3/17/20,0
American Samoa,3/18/20,0
American Samoa,3/19/20,0
American Samoa,3/20/20,0
American Samoa,3/21/20,0
American Samoa,3/22/20,0
American Samoa,3/23/20,0
American Samoa,3/24/20,0
American Samoa,3/25/20,0
American Samoa,3/26/20,0
American Samoa,3/27/20,0
American Samoa,3/28/20,0
American Samoa,3/29/20,0
American Samoa,3/30/20,0
American Samoa,3/31/20,0
American Samoa,4/1/20,0
American Samoa,4/2/20,0
American Samoa,4/3/20,0
American Samoa,4/4/20,0
American Samoa,4/5/20,0
American Samoa,4/6/20,0
American Samoa,4/7/20,0
American Samoa,4/8/20,0
American Samoa,4/9/20,0
American Samoa,4/10/20,0
American Samoa,4/11/20,0
American Samoa,4/12/20,0
American Samoa,4/13/20,0
American Samoa,4/14/20,0
American Samoa,4/15/20,0
American Samoa,4/16/20,0
American Samoa,4/17/20,0
American Samoa,4/18/20,0
American Samoa,4/19/20,0
American Samoa,4/20/20,0
American Samoa,4/21/20,0
American Samoa,4/22/20,0
American Samoa,4/23/20,0
American Samoa,4/24/20,0
American Samoa,4/25/20,0
American Samoa,4/26/20,0
American Samoa,4/27/20,0
American Samoa,4/28/20,0
American Samoa,4/29/20,0
American Samoa,4/30/20,0
American Samoa,5/1/20,0
American Samoa,5/2/20,0
American Samoa,5/3/20,0
American Samoa,5/4/20,0
American Samoa,5/5/20,0
American Samoa,5/6/20,0
American Samoa,5/7/20,0
American Samoa,5/8/20,0
American Samoa,5/9/20,0
American Samoa,5/10/20,0
American Samoa,5/11/20,0
American Samoa,5/12/20,0
American Samoa,5/13/20,0
American Samoa,5/14/20,0
American Samoa,5/15/20,0
American Samoa,5/16/20,0
American Samoa,5/17/20,0
American Samoa,5/18/20,0
American Samoa,5/19/20,0
American Samoa,5/20/20,0
American Samoa,5/21/20,0
American Samoa,5/22/20,0
American Samoa,5/23/20,0
American Samoa,5/24/20,0
American Samoa,5/25/20,0
American Samoa,5/26/20,0
American Samoa,5/27/20,0
American Samoa,5/28/20,0
American Samoa,5/29/20,0
American Samoa,5/30/20,0
American Samoa,5/31/20,0
American Samoa,6/1/20,0
American Samoa,6/2/20,0
American Samoa,6/3/20,0
American Samoa,6/4/20,0
American Samoa,6/5/20,0
American Samoa,6/6/20,0
American Samoa,6/7/20,0
American Samoa,6/8/20,0
American Samoa,6/9/20,0
American Samoa,6/10/20,0
American Samoa,6/11/20,0
American Samoa,6/12/20,0
American Samoa,6/13/20,0
American Samoa,6/14/20,0
American Samoa,6/15/20,0
American Samoa,6/16/20,0
American Samoa,6/17/20,0
American Samoa,6/18/20,0
American Samoa,6/19/20,0
American Samoa,6/20/20,0
American Samoa,6/21/20,0
American Samoa,6/22/20,0
American Samoa,6/23/20,0
American Samoa,6/24/20,0
American Samoa,6/25/20,0
American Samoa,6/26/20,0
American Samoa,6/27/20,0
American Samoa,6/28/20,0
American Samoa,6/29/20,0
American Samoa,6/30/20,0
American Samoa,7/1/20,0
American Samoa,7/2/20,0
American Samoa,7/3/20,0
American Samoa,7/4/20,0
American Samoa,7/5/20,0
American Samoa,7/6/20,0
American Samoa,7/7/20,0
American Samoa,7/8/20,0
American Samoa,7/9/20,0
American Samoa,7/10/20,0
American Samoa,7/11/20,0
American Samoa,7/12/20,0
American Samoa,7/13/20,0
American Samoa,7/14/20,0
American Samoa,7/15/20,0
American Samoa,7/16/20,0
American Samoa,7/17/20,0
American Samoa,7/18/20,0
American Samoa,7/19/20,0
American Samoa,7/20/20,0
American Samoa,7/21/20,0
American Samoa,7/22/20,0
American Samoa,7/23/20,0
American Samoa,7/24/20,0
American Samoa,7/25/20,0
American Samoa,7/26/20,0
American Samoa,7/27/20,0
American Samoa,7/28/20,0
American Samoa,7/29/20,0
American Samoa,7/30/20,0
American Samoa,7/31/20,0
American Samoa,8/1/20,0
American Samoa,8/2/20,0
American Samoa,8/3/20,0
American Samoa,8/4/20,0
American Samoa,8/5/20,0
American Samoa,8/6/20,0
American Samoa,8/7/20,0
American Samoa,8/8/20,0
American Samoa,8/9/20,0
American Samoa,8/10/20,0
American Samoa,8/11/20,0
American Samoa,8/12/20,0
American Samoa,8/13/20,0
American Samoa,8/14/20,0
American Samoa,8/15/20,0
American Samoa,8/16/20,0
American Samoa,8/17/20,0
American Samoa,8/18/20,0
American Samoa,8/19/20,0
American Samoa,8/20/20,0
American Samoa,8/21/20,0
American Samoa,8/22/20,0
American Samoa,8/23/20,0
American Samoa,8/24/20,0
American Samoa,8/25/20,0
American Samoa,8/26/20,0
American Samoa,8/27/20,0
American Samoa,8/28/20,0
American Samoa,8/29/20,0
American Samoa,8/30/20,0
American Samoa,8/31/20,0
American Samoa,9/1/20,0
American Samoa,9/2/20,0
American Samoa,9/3/20,0
American Samoa,9/4/20,0
American Samoa,9/5/20,0
American Samoa,9/6/20,0
American Samoa,9/7/20,0
American Samoa,9/8/20,0
American Samoa,9/9/20,0
American Samoa,9/10/20,0
American Samoa,9/11/20,0
American Samoa,9/12/20,0
American Samoa,9/13/20,0
American Samoa,9/14/20,0
American Samoa,9/15/20,0
American Samoa,9/16/20,0
American Samoa,9/17/20,0
American Samoa,9/18/20,0
American Samoa,9/19/20,0
American Samoa,9/20/20,0
American Samoa,9/21/20,0
American Samoa,9/22/20,0
American Samoa,9/23/20,0
American Samoa,9/24/20,0
American Samoa,9/25/20,0
American Samoa,9/26/20,0
American Samoa,9/27/20,0
American Samoa,9/28/20,0
American Samoa,9/29/20,0
American Samoa,9/30/20,0
American Samoa,10/1/20,0
American Samoa,10/2/20,0
American Samoa,10/3/20,0
American Samoa,10/4/20,0
American Samoa,10/5/20,0
American Samoa,10/6/20,0
American Samoa,10/7/20,0
American Samoa,10/8/20,0
American Samoa,10/9/20,0
American Samoa,10/10/20,0
American Samoa,10/11/20,0
American Samoa,10/12/20,0
American Samoa,10/13/20,0
American Samoa,10/14/20,0
American Samoa,10/15/20,0
American Samoa,10/16/20,0
American Samoa,10/17/20,0
American Samoa,10/18/20,0
American Samoa,10/19/20,0
American Samoa,10/20/20,0
American Samoa,10/21/20,0
American Samoa,10/22/20,0
American Samoa,10/23/20,0
American Samoa,10/24/20,0
American Samoa,10/25/20,0
American Samoa,10/26/20,0
American Samoa,10/27/20,0
American Samoa,10/28/20,0
American Samoa,10/29/20,0
American Samoa,10/30/20,0
American Samoa,10/31/20,0
