Province_State,date,Confrimed_Case
Colorado,7/10/20,36191
Colorado,7/11/20,36591
Colorado,7/12/20,36913
Colorado,7/13/20,37236
Colorado,7/14/20,37686
Colorado,7/15/20,38155
Colorado,7/16/20,38726
Colorado,7/17/20,39344
Colorado,7/18/20,39788
Colorado,7/19/20,40142
Colorado,7/20/20,40566
Colorado,7/21/20,41059
Colorado,7/22/20,41698
Colorado,7/23/20,42313
Colorado,7/24/20,42980
Colorado,7/25/20,43789
Colorado,7/26/20,44336
Colorado,7/27/20,44565
Colorado,7/28/20,45314
Colorado,7/29/20,45796
Colorado,7/30/20,46204
Colorado,7/31/20,46809
Colorado,8/1/20,47267
Colorado,8/2/20,47727
Colorado,8/3/20,47968
Colorado,8/4/20,48394
Colorado,8/5/20,48988
Colorado,8/6/20,49436
Colorado,8/7/20,49893
Colorado,8/8/20,50324
Colorado,8/9/20,50660
Colorado,8/10/20,51038
Colorado,8/11/20,51441
Colorado,8/12/20,51756
Colorado,8/13/20,52219
Colorado,8/14/20,52538
Colorado,8/15/20,52838
Colorado,8/16/20,53176
Colorado,8/17/20,53370
Colorado,8/18/20,53631
Colorado,8/19/20,53901
Colorado,8/20/20,54230
Colorado,8/21/20,54230
Colorado,8/22/20,54883
Colorado,8/23/20,55143
Colorado,8/24/20,55341
Colorado,8/25/20,55800
Colorado,8/26/20,55993
Colorado,8/27/20,56343
Colorado,8/28/20,56773
Colorado,8/29/20,57040
Colorado,8/30/20,57223
Colorado,8/31/20,57424
Colorado,9/1/20,57775
Colorado,9/2/20,58019
Colorado,9/3/20,58287
Colorado,9/4/20,58287
Colorado,9/5/20,58986
Colorado,9/6/20,59271
Colorado,9/7/20,59484
Colorado,9/8/20,59671
Colorado,9/9/20,59911
Colorado,9/10/20,60175
Colorado,9/11/20,60482
Colorado,9/12/20,60896
Colorado,9/13/20,61313
Colorado,9/14/20,61687
Colorado,9/15/20,62099
Colorado,9/16/20,62686
Colorado,9/17/20,63145
Colorado,9/18/20,63750
Colorado,9/19/20,64356
Colorado,9/20/20,64857
Colorado,9/21/20,65399
Colorado,9/22/20,66053
Colorado,9/23/20,66669
Colorado,9/24/20,67217
Colorado,9/25/20,67926
Colorado,9/26/20,68510
Colorado,9/27/20,69079
Colorado,9/28/20,69490
Colorado,9/29/20,70025
Colorado,9/30/20,70536
Colorado,10/1/20,71218
Colorado,10/2/20,71898
Colorado,10/3/20,72555
Colorado,10/4/20,73076
Colorado,10/5/20,73537
Colorado,10/6/20,74191
Colorado,10/7/20,74922
Colorado,10/8/20,75785
Colorado,10/9/20,76619
Colorado,10/10/20,77642
Colorado,10/11/20,78461
Colorado,10/12/20,79037
Colorado,10/13/20,80085
Colorado,10/14/20,80777
Colorado,10/15/20,81918
Colorado,10/16/20,83230
Colorado,10/17/20,84369
Colorado,10/18/20,85302
Colorado,10/19/20,86374
Colorado,10/20/20,87582
Colorado,10/21/20,88849
Colorado,10/22/20,90222
Colorado,10/23/20,91572
Colorado,10/24/20,93400
Colorado,10/25/20,95089
Colorado,10/26/20,97300
Colorado,10/27/20,98733
Colorado,10/28/20,100208
Colorado,10/29/20,102014
Colorado,10/30/20,104426
Colorado,10/31/20,107350
Colorado,11/1/20,109910
Colorado,11/2/20,112147
Colorado,11/3/20,114709
Colorado,11/4/20,117637
Colorado,11/5/20,121006
Colorado,11/6/20,124469
Colorado,11/7/20,127967
Colorado,11/8/20,130984
Colorado,11/9/20,134537
Colorado,11/10/20,138427
Colorado,11/11/20,142402
Colorado,11/12/20,147599
Colorado,11/13/20,154038
Colorado,11/14/20,159234
Colorado,11/15/20,163417
Colorado,11/16/20,167713
Colorado,11/17/20,172044
Colorado,11/18/20,176694
Colorado,11/19/20,182801
Colorado,11/20/20,188566
Colorado,11/21/20,194679
Colorado,11/22/20,198600
Colorado,11/23/20,202289
Colorado,11/24/20,206439
Colorado,11/25/20,210630
Colorado,11/26/20,216683
Colorado,11/27/20,220953
Colorado,11/28/20,225283
Colorado,11/29/20,228772
Colorado,11/30/20,232905
Colorado,12/1/20,237310
Colorado,12/2/20,241172
Colorado,12/3/20,247209
Colorado,12/4/20,252222
Colorado,12/5/20,257347
Colorado,12/6/20,260581
Colorado,12/7/20,264618
Colorado,12/8/20,268589
Colorado,12/9/20,272346
Colorado,12/10/20,276995
Colorado,12/11/20,281673
Colorado,12/12/20,285634
Colorado,12/13/20,288193
Colorado,12/14/20,291104
Colorado,12/15/20,293382
Colorado,12/16/20,296716
Colorado,12/17/20,300414
Colorado,12/18/20,304107
Colorado,12/19/20,306598
Colorado,12/20/20,308890
Colorado,12/21/20,311036
Colorado,12/22/20,313552
Colorado,12/23/20,316500
Colorado,12/24/20,319530
Colorado,12/25/20,322189
Colorado,12/26/20,323619
Colorado,12/27/20,325018
Colorado,12/28/20,326668
Colorado,12/29/20,328408
Colorado,12/30/20,330859
Colorado,12/31/20,334097
Colorado,1/1/21,337161
Colorado,1/2/21,339172
Colorado,1/3/21,341250
Colorado,1/4/21,343435
Colorado,1/5/21,346893
Colorado,1/6/21,349450
Colorado,1/7/21,352923
Colorado,1/8/21,356110
Colorado,1/9/21,358947
Colorado,1/10/21,361148
Colorado,1/11/21,362825
Colorado,1/12/21,364336
Colorado,1/13/21,366774
Colorado,1/14/21,369177
Colorado,1/15/21,371458
Colorado,1/16/21,373483
Colorado,1/17/21,374981
Colorado,1/18/21,376171
Colorado,1/19/21,377856
Colorado,1/20/21,379227
Connecticut,1/22/20,0
Connecticut,1/23/20,0
Connecticut,1/24/20,0
Connecticut,1/25/20,0
Connecticut,1/26/20,0
Connecticut,1/27/20,0
Connecticut,1/28/20,0
Connecticut,1/29/20,0
Connecticut,1/30/20,0
Connecticut,1/31/20,0
Connecticut,2/1/20,0
Connecticut,2/2/20,0
Connecticut,2/3/20,0
Connecticut,2/4/20,0
Connecticut,2/5/20,0
Connecticut,2/6/20,0
Connecticut,2/7/20,0
Connecticut,2/8/20,0
Connecticut,2/9/20,0
Connecticut,2/10/20,0
Connecticut,2/11/20,0
Connecticut,2/12/20,0
Connecticut,2/13/20,0
Connecticut,2/14/20,0
Connecticut,2/15/20,0
Connecticut,2/16/20,0
Connecticut,2/17/20,0
Connecticut,2/18/20,0
Connecticut,2/19/20,0
Connecticut,2/20/20,0
Connecticut,2/21/20,0
Connecticut,2/22/20,0
Connecticut,2/23/20,0
Connecticut,2/24/20,0
Connecticut,2/25/20,0
Connecticut,2/26/20,0
Connecticut,2/27/20,0
Connecticut,2/28/20,0
Connecticut,2/29/20,0
Connecticut,3/1/20,0
Connecticut,3/2/20,0
Connecticut,3/3/20,0
Connecticut,3/4/20,0
Connecticut,3/5/20,0
Connecticut,3/6/20,0
Connecticut,3/7/20,0
Connecticut,3/8/20,0
Connecticut,3/9/20,0
Connecticut,3/10/20,1
Connecticut,3/11/20,3
Connecticut,3/12/20,5
Connecticut,3/13/20,11
Connecticut,3/14/20,23
Connecticut,3/15/20,24
Connecticut,3/16/20,41
Connecticut,3/17/20,68
Connecticut,3/18/20,96
Connecticut,3/19/20,159
Connecticut,3/20/20,194
Connecticut,3/21/20,194
Connecticut,3/22/20,327
Connecticut,3/23/20,415
Connecticut,3/24/20,618
Connecticut,3/25/20,875
Connecticut,3/26/20,1012
Connecticut,3/27/20,1291
Connecticut,3/28/20,1524
Connecticut,3/29/20,1993
Connecticut,3/30/20,2571
Connecticut,3/31/20,3128
Connecticut,4/1/20,3557
Connecticut,4/2/20,3824
Connecticut,4/3/20,4914
Connecticut,4/4/20,5276
Connecticut,4/5/20,5675
Connecticut,4/6/20,6906
Connecticut,4/7/20,7781
Connecticut,4/8/20,7781
Connecticut,4/9/20,9784
Connecticut,4/10/20,10538
Connecticut,4/11/20,11510
Connecticut,4/12/20,12035
Connecticut,4/13/20,13381
Connecticut,4/14/20,13989
Connecticut,4/15/20,14755
Connecticut,4/16/20,15884
Connecticut,4/17/20,16809
Connecticut,4/18/20,17550
Connecticut,4/19/20,17962
Connecticut,4/20/20,19815
Connecticut,4/21/20,20360
Connecticut,4/22/20,22469
Connecticut,4/23/20,23100
Connecticut,4/24/20,23936
Connecticut,4/25/20,24583
Connecticut,4/26/20,25269
Connecticut,4/27/20,25997
Connecticut,4/28/20,26312
Connecticut,4/29/20,26767
Connecticut,4/30/20,27700
Connecticut,5/1/20,28764
Connecticut,5/2/20,29287
Connecticut,5/3/20,29287
Connecticut,5/4/20,29973
Connecticut,5/5/20,30621
Connecticut,5/6/20,30995
Connecticut,5/7/20,31784
Connecticut,5/8/20,32411
Connecticut,5/9/20,32984
Connecticut,5/10/20,33554
Connecticut,5/11/20,33765
Connecticut,5/12/20,34333
Connecticut,5/13/20,34855
Connecticut,5/14/20,35464
Connecticut,5/15/20,36085
Connecticut,5/16/20,36703
Connecticut,5/17/20,37419
Connecticut,5/18/20,38116
Connecticut,5/19/20,38430
Connecticut,5/20/20,39017
Connecticut,5/21/20,39208
Connecticut,5/22/20,39640
Connecticut,5/23/20,40022
Connecticut,5/24/20,40468
Connecticut,5/25/20,40873
Connecticut,5/26/20,41303
Connecticut,5/27/20,41288
Connecticut,5/28/20,41559
Connecticut,5/29/20,41762
Connecticut,5/30/20,42022
Connecticut,5/31/20,42201
Connecticut,6/1/20,42740
Connecticut,6/2/20,42979
Connecticut,6/3/20,43091
Connecticut,6/4/20,43239
Connecticut,6/5/20,43460
Connecticut,6/6/20,43818
Connecticut,6/7/20,43968
Connecticut,6/8/20,44092
Connecticut,6/9/20,44179
Connecticut,6/10/20,44347
Connecticut,6/11/20,44461
Connecticut,6/12/20,44689
Connecticut,6/13/20,44994
Connecticut,6/14/20,45088
Connecticut,6/15/20,45235
Connecticut,6/16/20,45349
Connecticut,6/17/20,45429
Connecticut,6/18/20,45440
Connecticut,6/19/20,45557
Connecticut,6/20/20,45715
Connecticut,6/21/20,45755
Connecticut,6/22/20,45782
Connecticut,6/23/20,45899
Connecticut,6/24/20,45913
Connecticut,6/25/20,45994
Connecticut,6/26/20,46059
Connecticut,6/27/20,46206
Connecticut,6/28/20,46303
Connecticut,6/29/20,46362
Connecticut,6/30/20,46514
Connecticut,7/1/20,46572
Connecticut,7/2/20,46646
Connecticut,7/3/20,46717
Connecticut,7/4/20,46717
Connecticut,7/5/20,46717
Connecticut,7/6/20,46976
Connecticut,7/7/20,47033
Connecticut,7/8/20,47108
Connecticut,7/9/20,47209
Connecticut,7/10/20,47287
Connecticut,7/11/20,47287
Connecticut,7/12/20,47287
Connecticut,7/13/20,47510
Connecticut,7/14/20,47530
Connecticut,7/15/20,47636
Connecticut,7/16/20,47750
Connecticut,7/17/20,47893
Connecticut,7/18/20,47893
Connecticut,7/19/20,47893
Connecticut,7/20/20,48055
Connecticut,7/21/20,48096
Connecticut,7/22/20,48223
Connecticut,7/23/20,48232
Connecticut,7/24/20,48776
Connecticut,7/25/20,48776
Connecticut,7/26/20,48776
Connecticut,7/27/20,48983
Connecticut,7/28/20,49077
Connecticut,7/29/20,49540
Connecticut,7/30/20,49670
Connecticut,7/31/20,49810
Connecticut,8/1/20,49810
Connecticut,8/2/20,49810
Connecticut,8/3/20,50062
Connecticut,8/4/20,50110
Connecticut,8/5/20,50225
Connecticut,8/6/20,50245
Connecticut,8/7/20,50320
Connecticut,8/8/20,50320
Connecticut,8/9/20,50320
Connecticut,8/10/20,50567
Connecticut,8/11/20,50684
Connecticut,8/12/20,50706
Connecticut,8/13/20,50782
Connecticut,8/14/20,50897
Connecticut,8/15/20,50897
Connecticut,8/16/20,50897
Connecticut,8/17/20,51267
Connecticut,8/18/20,51255
Connecticut,8/19/20,51314
Connecticut,8/20/20,51432
Connecticut,8/21/20,51519
Connecticut,8/22/20,51519
Connecticut,8/23/20,51519
Connecticut,8/24/20,52011
Connecticut,8/25/20,52040
Connecticut,8/26/20,52220
Connecticut,8/27/20,52350
Connecticut,8/28/20,52495
Connecticut,8/29/20,52495
Connecticut,8/30/20,52495
Connecticut,8/31/20,52879
Connecticut,9/1/20,53006
Connecticut,9/2/20,53108
Connecticut,9/3/20,53209
Connecticut,9/4/20,53365
Connecticut,9/5/20,53365
Connecticut,9/6/20,53365
Connecticut,9/7/20,53365
Connecticut,9/8/20,53782
Connecticut,9/9/20,53871
Connecticut,9/10/20,54093
Connecticut,9/11/20,54326
Connecticut,9/12/20,54326
Connecticut,9/13/20,54326
Connecticut,9/14/20,54895
Connecticut,9/15/20,55031
Connecticut,9/16/20,55166
Connecticut,9/17/20,55386
Connecticut,9/18/20,55527
Connecticut,9/19/20,55527
Connecticut,9/20/20,55527
Connecticut,9/21/20,56024
Connecticut,9/22/20,56160
Connecticut,9/23/20,56315
Connecticut,9/24/20,56472
Connecticut,9/25/20,56587
Connecticut,9/26/20,56587
Connecticut,9/27/20,56587
Connecticut,9/28/20,57147
Connecticut,9/29/20,57329
Connecticut,9/30/20,57550
Connecticut,10/1/20,57742
Connecticut,10/2/20,58297
Connecticut,10/3/20,58297
Connecticut,10/4/20,58297
Connecticut,10/5/20,59120
Connecticut,10/6/20,59241
Connecticut,10/7/20,59364
Connecticut,10/8/20,59748
Connecticut,10/9/20,60038
Connecticut,10/10/20,60038
Connecticut,10/11/20,60038
Connecticut,10/12/20,61377
Connecticut,10/13/20,61697
Connecticut,10/14/20,61861
Connecticut,10/15/20,62028
Connecticut,10/16/20,62830
Connecticut,10/17/20,62830
Connecticut,10/18/20,62830
Connecticut,10/19/20,64021
Connecticut,10/20/20,64455
Connecticut,10/21/20,64871
Connecticut,10/22/20,65373
Connecticut,10/23/20,66052
Connecticut,10/24/20,66052
Connecticut,10/25/20,66052
Connecticut,10/26/20,68099
Connecticut,10/27/20,68637
Connecticut,10/28/20,69127
Connecticut,10/29/20,70446
Connecticut,10/30/20,71207
Connecticut,10/31/20,71207
Connecticut,11/1/20,71207
Connecticut,11/2/20,73858
Connecticut,11/3/20,74843
Connecticut,11/4/20,75373
Connecticut,11/5/20,77060
Connecticut,11/6/20,78125
Connecticut,11/7/20,78125
Connecticut,11/8/20,78125
Connecticut,11/9/20,81432
Connecticut,11/10/20,82953
Connecticut,11/11/20,84741
Connecticut,11/12/20,85899
Connecticut,11/13/20,88645
Connecticut,11/14/20,88645
Connecticut,11/15/20,88645
Connecticut,11/16/20,93284
Connecticut,11/17/20,94986
Connecticut,11/18/20,97028
Connecticut,11/19/20,99381
Connecticut,11/20/20,101469
Connecticut,11/21/20,101469
Connecticut,11/22/20,101469
Connecticut,11/23/20,106740
Connecticut,11/24/20,107280
Connecticut,11/25/20,109152
Connecticut,11/26/20,109152
Connecticut,11/27/20,112581
Connecticut,11/28/20,112581
Connecticut,11/29/20,112581
Connecticut,11/30/20,117295
Connecticut,12/1/20,118754
Connecticut,12/2/20,121426
Connecticut,12/3/20,126177
Connecticut,12/4/20,127715
Connecticut,12/5/20,127715
Connecticut,12/6/20,127715
Connecticut,12/7/20,135844
Connecticut,12/8/20,138258
Connecticut,12/9/20,140548
Connecticut,12/10/20,142979
Connecticut,12/11/20,146761
Connecticut,12/12/20,146761
Connecticut,12/13/20,146761
Connecticut,12/14/20,153992
Connecticut,12/15/20,155462
Connecticut,12/16/20,157781
Connecticut,12/17/20,160102
Connecticut,12/18/20,162782
Connecticut,12/19/20,162782
Connecticut,12/20/20,162782
Connecticut,12/21/20,167377
Connecticut,12/22/20,168960
Connecticut,12/23/20,170705
Connecticut,12/24/20,172743
Connecticut,12/25/20,172743
Connecticut,12/26/20,172743
Connecticut,12/27/20,172743
Connecticut,12/28/20,181200
Connecticut,12/29/20,181967
Connecticut,12/30/20,183663
Connecticut,12/31/20,185708
Connecticut,1/1/21,185708
Connecticut,1/2/21,190120
Connecticut,1/3/21,190120
Connecticut,1/4/21,194636
Connecticut,1/5/21,196968
Connecticut,1/6/21,199454
Connecticut,1/7/21,202758
Connecticut,1/8/21,205994
Connecticut,1/9/21,205994
Connecticut,1/10/21,205994
Connecticut,1/11/21,213358
Connecticut,1/12/21,217047
Connecticut,1/13/21,220576
Connecticut,1/14/21,221544
Connecticut,1/15/21,223422
Connecticut,1/16/21,223422
Connecticut,1/17/21,223422
Connecticut,1/18/21,230125
Connecticut,1/19/21,232219
Connecticut,1/20/21,234134
Delaware,1/22/20,0
Delaware,1/23/20,0
Delaware,1/24/20,0
Delaware,1/25/20,0
Delaware,1/26/20,0
Delaware,1/27/20,0
Delaware,1/28/20,0
Delaware,1/29/20,0
Delaware,1/30/20,0
Delaware,1/31/20,0
Delaware,2/1/20,0
Delaware,2/2/20,0
Delaware,2/3/20,0
Delaware,2/4/20,0
Delaware,2/5/20,0
Delaware,2/6/20,0
Delaware,2/7/20,0
Delaware,2/8/20,0
Delaware,2/9/20,0
Delaware,2/10/20,0
Delaware,2/11/20,0
Delaware,2/12/20,0
Delaware,2/13/20,0
Delaware,2/14/20,0
Delaware,2/15/20,0
Delaware,2/16/20,0
Delaware,2/17/20,0
Delaware,2/18/20,0
Delaware,2/19/20,0
Delaware,2/20/20,0
Delaware,2/21/20,0
Delaware,2/22/20,0
Delaware,2/23/20,0
Delaware,2/24/20,0
Delaware,2/25/20,0
Delaware,2/26/20,0
Delaware,2/27/20,0
Delaware,2/28/20,0
Delaware,2/29/20,0
Delaware,3/1/20,0
Delaware,3/2/20,0
Delaware,3/3/20,0
Delaware,3/4/20,0
Delaware,3/5/20,0
Delaware,3/6/20,0
Delaware,3/7/20,0
Delaware,3/8/20,0
Delaware,3/9/20,0
Delaware,3/10/20,0
Delaware,3/11/20,1
Delaware,3/12/20,1
Delaware,3/13/20,4
Delaware,3/14/20,6
Delaware,3/15/20,6
Delaware,3/16/20,8
Delaware,3/17/20,16
Delaware,3/18/20,19
Delaware,3/19/20,30
Delaware,3/20/20,39
Delaware,3/21/20,45
Delaware,3/22/20,56
Delaware,3/23/20,68
Delaware,3/24/20,104
Delaware,3/25/20,119
Delaware,3/26/20,130
Delaware,3/27/20,163
Delaware,3/28/20,214
Delaware,3/29/20,232
Delaware,3/30/20,264
Delaware,3/31/20,319
Delaware,4/1/20,368
Delaware,4/2/20,393
Delaware,4/3/20,450
Delaware,4/4/20,593
Delaware,4/5/20,673
Delaware,4/6/20,783
Delaware,4/7/20,928
Delaware,4/8/20,1116
Delaware,4/9/20,1209
Delaware,4/10/20,1326
Delaware,4/11/20,1479
Delaware,4/12/20,1625
Delaware,4/13/20,1758
Delaware,4/14/20,1926
Delaware,4/15/20,2014
Delaware,4/16/20,2070
Delaware,4/17/20,2317
Delaware,4/18/20,2538
Delaware,4/19/20,2538
Delaware,4/20/20,2745
Delaware,4/21/20,2931
Delaware,4/22/20,3200
Delaware,4/23/20,3308
Delaware,4/24/20,3442
Delaware,4/25/20,3576
Delaware,4/26/20,4034
Delaware,4/27/20,4162
Delaware,4/28/20,4575
Delaware,4/29/20,4655
Delaware,4/30/20,4734
Delaware,5/1/20,4918
Delaware,5/2/20,5038
Delaware,5/3/20,5208
Delaware,5/4/20,5288
Delaware,5/5/20,5371
Delaware,5/6/20,5778
Delaware,5/7/20,5939
Delaware,5/8/20,6111
Delaware,5/9/20,6277
Delaware,5/10/20,6277
Delaware,5/11/20,6565
Delaware,5/12/20,6741
Delaware,5/13/20,6952
Delaware,5/14/20,7223
Delaware,5/15/20,7373
Delaware,5/16/20,7547
Delaware,5/17/20,7670
Delaware,5/18/20,7869
Delaware,5/19/20,8037
Delaware,5/20/20,8194
Delaware,5/21/20,8386
Delaware,5/22/20,8529
Delaware,5/23/20,8529
Delaware,5/24/20,8809
Delaware,5/25/20,8965
Delaware,5/26/20,9066
Delaware,5/27/20,9096
Delaware,5/28/20,9171
Delaware,5/29/20,9236
Delaware,5/30/20,9422
Delaware,5/31/20,9498
Delaware,6/1/20,9605
Delaware,6/2/20,9685
Delaware,6/3/20,9712
Delaware,6/4/20,9746
Delaware,6/5/20,9773
Delaware,6/6/20,9845
Delaware,6/7/20,9942
Delaware,6/8/20,9972
Delaware,6/9/20,10020
Delaware,6/10/20,10056
Delaware,6/11/20,10106
Delaware,6/12/20,10173
Delaware,6/13/20,10229
Delaware,6/14/20,10264
Delaware,6/15/20,10340
Delaware,6/16/20,10403
Delaware,6/17/20,10444
Delaware,6/18/20,10499
Delaware,6/19/20,10611
Delaware,6/20/20,10681
Delaware,6/21/20,10775
Delaware,6/22/20,10820
Delaware,6/23/20,10847
Delaware,6/24/20,10889
Delaware,6/25/20,10980
Delaware,6/26/20,11017
Delaware,6/27/20,11091
Delaware,6/28/20,11226
Delaware,6/29/20,11376
Delaware,6/30/20,11474
Delaware,7/1/20,11510
Delaware,7/2/20,11731
Delaware,7/3/20,11923
Delaware,7/4/20,11996
Delaware,7/5/20,12128
Delaware,7/6/20,12293
Delaware,7/7/20,12414
Delaware,7/8/20,12462
Delaware,7/9/20,12531
Delaware,7/10/20,12652
Delaware,7/11/20,12743
Delaware,7/12/20,12804
Delaware,7/13/20,12879
Delaware,7/14/20,12969
Delaware,7/15/20,13050
Delaware,7/16/20,13114
Delaware,7/17/20,13337
Delaware,7/18/20,13429
Delaware,7/19/20,13519
Delaware,7/20/20,13624
Delaware,7/21/20,13746
Delaware,7/22/20,13792
Delaware,7/23/20,13924
Delaware,7/24/20,14202
Delaware,7/25/20,14175
Delaware,7/26/20,14290
Delaware,7/27/20,14406
Delaware,7/28/20,14476
Delaware,7/29/20,14602
Delaware,7/30/20,14689
Delaware,7/31/20,14788
Delaware,8/1/20,14877
Delaware,8/2/20,14949
Delaware,8/3/20,15055
Delaware,8/4/20,15137
Delaware,8/5/20,15296
Delaware,8/6/20,15365
Delaware,8/7/20,15445
Delaware,8/8/20,15502
Delaware,8/9/20,15575
Delaware,8/10/20,15634
Delaware,8/11/20,15699
Delaware,8/12/20,15765
Delaware,8/13/20,15967
Delaware,8/14/20,16340
Delaware,8/15/20,16396
Delaware,8/16/20,16451
Delaware,8/17/20,16536
Delaware,8/18/20,16593
Delaware,8/19/20,16643
Delaware,8/20/20,16718
Delaware,8/21/20,16770
Delaware,8/22/20,16828
Delaware,8/23/20,16895
Delaware,8/24/20,16942
Delaware,8/25/20,16962
Delaware,8/26/20,16986
Delaware,8/27/20,16976
Delaware,8/28/20,17083
Delaware,8/29/20,17349
Delaware,8/30/20,17343
Delaware,8/31/20,17429
Delaware,9/1/20,17535
Delaware,9/2/20,17549
Delaware,9/3/20,17653
Delaware,9/4/20,17752
Delaware,9/5/20,17892
Delaware,9/6/20,18043
Delaware,9/7/20,18249
Delaware,9/8/20,18308
Delaware,9/9/20,18308
Delaware,9/10/20,18466
Delaware,9/11/20,18559
Delaware,9/12/20,18726
Delaware,9/13/20,18849
Delaware,9/14/20,18937
Delaware,9/15/20,19137
Delaware,9/16/20,19234
Delaware,9/17/20,19318
Delaware,9/18/20,19366
Delaware,9/19/20,19449
Delaware,9/20/20,19566
Delaware,9/21/20,19667
Delaware,9/22/20,19761
Delaware,9/23/20,19830
Delaware,9/24/20,19947
Delaware,9/25/20,20085
Delaware,9/26/20,20156
Delaware,9/27/20,20260
Delaware,9/28/20,20389
Delaware,9/29/20,20531
Delaware,9/30/20,20613
Delaware,10/1/20,20787
Delaware,10/2/20,20937
Delaware,10/3/20,21125
Delaware,10/4/20,21243
Delaware,10/5/20,21363
Delaware,10/6/20,21466
Delaware,10/7/20,21550
Delaware,10/8/20,21682
Delaware,10/9/20,21827
Delaware,10/10/20,21998
Delaware,10/11/20,22130
Delaware,10/12/20,22289
Delaware,10/13/20,22394
Delaware,10/14/20,22465
Delaware,10/15/20,22560
Delaware,10/16/20,22724
Delaware,10/17/20,22942
Delaware,10/18/20,23093
Delaware,10/19/20,23196
Delaware,10/20/20,23325
Delaware,10/21/20,23375
Delaware,10/22/20,23528
Delaware,10/23/20,23687
Delaware,10/24/20,23847
Delaware,10/25/20,23961
Delaware,10/26/20,24168
Delaware,10/27/20,24249
Delaware,10/28/20,24392
Delaware,10/29/20,24553
Delaware,10/30/20,24751
Delaware,10/31/20,24951
Delaware,11/1/20,25126
Delaware,11/2/20,25311
Delaware,11/3/20,25426
Delaware,11/4/20,25534
Delaware,11/5/20,25753
Delaware,11/6/20,26035
Delaware,11/7/20,26258
Delaware,11/8/20,26603
Delaware,11/9/20,26908
Delaware,11/10/20,27112
Delaware,11/11/20,27342
Delaware,11/12/20,27546
Delaware,11/13/20,28016
Delaware,11/14/20,28395
Delaware,11/15/20,28803
Delaware,11/16/20,29200
Delaware,11/17/20,29552
Delaware,11/18/20,29755
Delaware,11/19/20,30153
Delaware,11/20/20,30816
Delaware,11/21/20,31321
Delaware,11/22/20,31808
Delaware,11/23/20,32211
Delaware,11/24/20,32664
Delaware,11/25/20,32995
Delaware,11/26/20,33579
Delaware,11/27/20,34170
Delaware,11/28/20,34670
Delaware,11/29/20,35251
Delaware,11/30/20,35654
Delaware,12/1/20,36343
Delaware,12/2/20,36698
Delaware,12/3/20,37456
Delaware,12/4/20,38398
Delaware,12/5/20,39096
Delaware,12/6/20,39912
Delaware,12/7/20,40711
Delaware,12/8/20,41464
Delaware,12/9/20,42393
Delaware,12/10/20,43036
Delaware,12/11/20,43818
Delaware,12/12/20,44876
Delaware,12/13/20,45460
Delaware,12/14/20,46457
Delaware,12/15/20,47142
Delaware,12/16/20,47929
Delaware,12/17/20,48768
Delaware,12/18/20,49109
Delaware,12/19/20,50136
Delaware,12/20/20,50616
Delaware,12/21/20,51056
Delaware,12/22/20,51623
Delaware,12/23/20,52235
Delaware,12/24/20,53015
Delaware,12/25/20,53653
Delaware,12/26/20,54473
Delaware,12/27/20,55057
Delaware,12/28/20,55488
Delaware,12/29/20,56189
Delaware,12/30/20,56596
Delaware,12/31/20,57456
Delaware,1/1/21,58064
Delaware,1/2/21,58873
Delaware,1/3/21,59484
Delaware,1/4/21,60333
Delaware,1/5/21,61100
Delaware,1/6/21,61729
Delaware,1/7/21,62949
Delaware,1/8/21,63503
Delaware,1/9/21,64475
Delaware,1/10/21,65273
Delaware,1/11/21,65827
Delaware,1/12/21,66446
Delaware,1/13/21,67173
Delaware,1/14/21,68065
Delaware,1/15/21,68727
Delaware,1/16/21,69372
Delaware,1/17/21,70294
Delaware,1/18/21,70910
Delaware,1/19/21,71311
Delaware,1/20/21,71775
Diamond Princess,1/22/20,0
Diamond Princess,1/23/20,0
Diamond Princess,1/24/20,0
Diamond Princess,1/25/20,0
Diamond Princess,1/26/20,0
Diamond Princess,1/27/20,0
Diamond Princess,1/28/20,0
Diamond Princess,1/29/20,0
Diamond Princess,1/30/20,0
Diamond Princess,1/31/20,0
Diamond Princess,2/1/20,0
Diamond Princess,2/2/20,0
Diamond Princess,2/3/20,0
Diamond Princess,2/4/20,0
Diamond Princess,2/5/20,0
Diamond Princess,2/6/20,0
Diamond Princess,2/7/20,0
Diamond Princess,2/8/20,0
Diamond Princess,2/9/20,0
Diamond Princess,2/10/20,0
Diamond Princess,2/11/20,0
Diamond Princess,2/12/20,0
Diamond Princess,2/13/20,0
Diamond Princess,2/14/20,0
Diamond Princess,2/15/20,0
Diamond Princess,2/16/20,0
Diamond Princess,2/17/20,0
Diamond Princess,2/18/20,0
Diamond Princess,2/19/20,0
Diamond Princess,2/20/20,0
Diamond Princess,2/21/20,0
Diamond Princess,2/22/20,0
Diamond Princess,2/23/20,0
Diamond Princess,2/24/20,0
Diamond Princess,2/25/20,0
Diamond Princess,2/26/20,0
Diamond Princess,2/27/20,0
Diamond Princess,2/28/20,0
Diamond Princess,2/29/20,0
Diamond Princess,3/1/20,0
Diamond Princess,3/2/20,0
Diamond Princess,3/3/20,0
Diamond Princess,3/4/20,0
Diamond Princess,3/5/20,0
Diamond Princess,3/6/20,0
Diamond Princess,3/7/20,0
Diamond Princess,3/8/20,0
Diamond Princess,3/9/20,0
Diamond Princess,3/10/20,0
Diamond Princess,3/11/20,0
