County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,UnknownAge,dtm_updated
Kitsap County,2020-10-25,1,150,151,43,35,44,27,2,0,2021/01/19 14:50:51
Kitsap County,2020-11-01,2,214,216,34,70,63,43,6,0,2021/01/19 14:50:51
Kitsap County,2020-11-08,13,224,237,35,97,60,38,7,0,2021/01/19 14:50:51
Kitsap County,2020-11-15,2,276,278,37,105,79,45,12,0,2021/01/19 14:50:51
Kitsap County,2020-11-22,10,260,270,51,90,77,39,13,0,2021/01/19 14:50:51
Kitsap County,2020-11-29,21,358,379,75,139,103,57,5,0,2021/01/19 14:50:51
Kitsap County,2020-12-06,18,266,284,58,115,82,25,4,0,2021/01/19 14:50:51
Kitsap County,2020-12-13,10,257,267,41,96,72,44,14,0,2021/01/19 14:50:51
Kitsap County,2020-12-20,8,247,255,28,77,71,63,16,0,2021/01/19 14:50:51
Kitsap County,2020-12-27,8,276,284,32,99,92,46,14,1,2021/01/19 14:50:51
Kitsap County,2021-01-03,9,384,393,55,133,102,66,37,0,2021/01/19 14:50:51
Kitsap County,2021-01-10,4,211,215,26,80,73,30,5,1,2021/01/19 14:50:51
Kitsap County,2021-01-17,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-03-01,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Kittitas County,2020-03-08,0,2,2,0,0,2,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-03-15,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-03-22,0,3,3,0,2,1,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-03-29,0,5,5,0,2,1,2,0,0,2021/01/19 14:50:51
Kittitas County,2020-04-05,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Kittitas County,2020-04-26,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Kittitas County,2020-05-03,0,25,25,0,13,9,3,0,0,2021/01/19 14:50:51
Kittitas County,2020-05-10,0,23,23,6,11,5,1,0,0,2021/01/19 14:50:51
Kittitas County,2020-05-17,0,20,20,7,3,7,3,0,0,2021/01/19 14:50:51
Kittitas County,2020-05-24,0,5,5,2,2,1,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-05-31,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-06-07,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-06-14,0,12,12,2,4,6,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-06-21,0,46,46,3,27,8,8,0,0,2021/01/19 14:50:51
Kittitas County,2020-06-28,0,41,41,5,29,3,3,1,0,2021/01/19 14:50:51
Kittitas County,2020-07-05,0,36,36,4,22,4,4,2,0,2021/01/19 14:50:51
Kittitas County,2020-07-12,0,104,104,2,34,17,20,31,0,2021/01/19 14:50:51
Kittitas County,2020-07-19,0,52,52,5,15,10,12,10,0,2021/01/19 14:50:51
Kittitas County,2020-07-26,0,29,29,2,9,8,5,5,0,2021/01/19 14:50:51
Kittitas County,2020-08-02,0,29,29,6,15,5,2,1,0,2021/01/19 14:50:51
Kittitas County,2020-08-09,0,16,16,2,11,3,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-08-16,0,6,6,1,4,1,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-08-23,0,3,3,0,3,0,0,0,0,2021/01/19 14:50:51
Kittitas County,2020-08-30,0,9,9,1,2,3,2,1,0,2021/01/19 14:50:51
Kittitas County,2020-09-06,0,22,22,4,10,4,3,1,0,2021/01/19 14:50:51
Kittitas County,2020-09-13,0,30,30,17,10,2,1,0,0,2021/01/19 14:50:51
Kittitas County,2020-09-20,0,21,21,5,13,2,0,1,0,2021/01/19 14:50:51
Kittitas County,2020-09-27,0,38,38,11,22,3,1,1,0,2021/01/19 14:50:51
Kittitas County,2020-10-04,4,65,69,28,32,5,3,1,0,2021/01/19 14:50:51
Kittitas County,2020-10-11,15,55,70,36,25,4,3,2,0,2021/01/19 14:50:51
Kittitas County,2020-10-18,7,44,51,21,19,7,3,1,0,2021/01/19 14:50:51
Kittitas County,2020-10-25,7,37,44,14,17,12,0,1,0,2021/01/19 14:50:51
Kittitas County,2020-11-01,6,44,50,4,20,9,15,2,0,2021/01/19 14:50:51
Kittitas County,2020-11-08,5,63,68,9,38,13,8,0,0,2021/01/19 14:50:51
Kittitas County,2020-11-15,3,124,127,23,54,38,12,0,0,2021/01/19 14:50:51
Kittitas County,2020-11-22,3,137,140,25,54,43,12,6,0,2021/01/19 14:50:51
Kittitas County,2020-11-29,3,136,139,29,48,36,24,2,0,2021/01/19 14:50:51
Kittitas County,2020-12-06,1,117,118,25,39,27,21,6,0,2021/01/19 14:50:51
Kittitas County,2020-12-13,1,142,143,16,40,48,32,7,0,2021/01/19 14:50:51
Kittitas County,2020-12-20,2,113,115,23,35,27,25,5,0,2021/01/19 14:50:51
Kittitas County,2020-12-27,0,101,101,27,31,26,11,6,0,2021/01/19 14:50:51
Kittitas County,2021-01-03,0,97,97,15,47,23,11,1,0,2021/01/19 14:50:51
Kittitas County,2021-01-10,0,57,57,16,21,12,7,1,0,2021/01/19 14:50:51
Klickitat County,2020-03-08,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-03-15,0,4,4,0,0,0,4,0,0,2021/01/19 14:50:51
Klickitat County,2020-03-22,0,3,3,0,0,0,2,1,0,2021/01/19 14:50:51
Klickitat County,2020-03-29,0,2,2,1,1,0,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-04-05,0,3,3,0,0,0,1,2,0,2021/01/19 14:50:51
Klickitat County,2020-04-12,0,2,2,0,1,0,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-04-26,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-05-03,0,5,5,0,0,3,2,0,0,2021/01/19 14:50:51
Klickitat County,2020-05-10,0,2,2,1,1,0,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-05-24,0,5,5,1,2,2,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-05-31,0,10,10,1,5,1,3,0,0,2021/01/19 14:50:51
Klickitat County,2020-06-07,0,10,10,3,4,2,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-06-14,0,6,6,1,1,3,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-06-21,1,9,10,2,3,3,2,0,0,2021/01/19 14:50:51
Klickitat County,2020-06-28,0,16,16,5,4,4,2,1,0,2021/01/19 14:50:51
Klickitat County,2020-07-05,0,5,5,1,4,0,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-07-12,0,6,6,0,2,2,1,1,0,2021/01/19 14:50:51
Klickitat County,2020-07-19,0,13,13,4,2,6,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-07-26,1,6,7,1,3,2,0,1,0,2021/01/19 14:50:51
Klickitat County,2020-08-02,2,11,13,2,3,6,2,0,0,2021/01/19 14:50:51
Klickitat County,2020-08-09,9,41,50,5,31,12,2,0,0,2021/01/19 14:50:51
Klickitat County,2020-08-16,0,8,8,1,3,4,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-08-23,3,13,16,4,5,4,3,0,0,2021/01/19 14:50:51
Klickitat County,2020-08-30,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-09-06,0,6,6,4,2,0,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-09-13,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-09-27,0,5,5,1,1,1,2,0,0,2021/01/19 14:50:51
Klickitat County,2020-10-04,0,5,5,0,1,1,3,0,0,2021/01/19 14:50:51
Klickitat County,2020-10-11,0,3,3,0,1,2,0,0,0,2021/01/19 14:50:51
Klickitat County,2020-10-18,0,3,3,0,2,0,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-10-25,0,3,3,0,0,2,1,0,0,2021/01/19 14:50:51
Klickitat County,2020-11-01,0,13,13,6,1,4,1,1,0,2021/01/19 14:50:51
Klickitat County,2020-11-08,0,14,14,1,5,4,4,0,0,2021/01/19 14:50:51
Klickitat County,2020-11-15,1,17,18,3,7,4,4,0,0,2021/01/19 14:50:51
Klickitat County,2020-11-22,11,25,36,6,14,10,6,0,0,2021/01/19 14:50:51
Klickitat County,2020-11-29,10,28,38,7,15,11,4,1,0,2021/01/19 14:50:51
Klickitat County,2020-12-06,20,40,60,5,19,23,12,1,0,2021/01/19 14:50:51
Klickitat County,2020-12-13,18,23,41,8,13,15,5,0,0,2021/01/19 14:50:51
Klickitat County,2020-12-20,6,33,39,5,11,16,6,1,0,2021/01/19 14:50:51
Klickitat County,2020-12-27,2,28,30,1,8,10,9,2,0,2021/01/19 14:50:51
Klickitat County,2021-01-03,4,28,32,4,15,8,5,0,0,2021/01/19 14:50:51
Klickitat County,2021-01-10,2,19,21,1,9,7,3,1,0,2021/01/19 14:50:51
Lewis County,2020-03-08,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
Lewis County,2020-03-15,0,3,3,0,1,1,0,1,0,2021/01/19 14:50:51
Lewis County,2020-03-22,0,6,6,0,2,2,2,0,0,2021/01/19 14:50:51
Lewis County,2020-03-29,0,6,6,0,0,1,4,1,0,2021/01/19 14:50:51
Lewis County,2020-04-05,0,3,3,0,0,0,2,1,0,2021/01/19 14:50:51
Lewis County,2020-04-12,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Lewis County,2020-04-19,0,7,7,0,2,2,3,0,0,2021/01/19 14:50:51
Lewis County,2020-05-03,0,2,2,0,0,2,0,0,0,2021/01/19 14:50:51
Lewis County,2020-05-10,0,4,4,0,1,3,0,0,0,2021/01/19 14:50:51
Lewis County,2020-05-24,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Lewis County,2020-06-07,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Lewis County,2020-06-14,0,14,14,0,9,2,2,1,0,2021/01/19 14:50:51
Lewis County,2020-06-21,0,23,23,1,8,14,0,0,0,2021/01/19 14:50:51
Lewis County,2020-06-28,0,15,15,1,7,3,4,0,0,2021/01/19 14:50:51
Lewis County,2020-07-05,0,25,25,3,6,7,7,2,0,2021/01/19 14:50:51
Lewis County,2020-07-12,0,28,28,4,6,15,2,1,0,2021/01/19 14:50:51
Lewis County,2020-07-19,0,34,34,2,20,10,1,1,0,2021/01/19 14:50:51
Lewis County,2020-07-26,0,25,25,10,9,2,4,0,0,2021/01/19 14:50:51
Lewis County,2020-08-02,0,40,40,9,16,8,2,5,0,2021/01/19 14:50:51
Lewis County,2020-08-09,2,48,50,12,22,13,2,1,0,2021/01/19 14:50:51
Lewis County,2020-08-16,4,34,38,7,16,14,0,1,0,2021/01/19 14:50:51
Lewis County,2020-08-23,3,22,25,2,9,9,3,2,0,2021/01/19 14:50:51
Lewis County,2020-08-30,0,63,63,6,33,17,6,1,0,2021/01/19 14:50:51
Lewis County,2020-09-06,4,38,42,5,20,8,8,1,0,2021/01/19 14:50:51
Lewis County,2020-09-13,0,43,43,2,10,13,10,8,0,2021/01/19 14:50:51
Lewis County,2020-09-20,4,65,69,2,16,15,20,16,0,2021/01/19 14:50:51
Lewis County,2020-09-27,15,60,75,7,18,19,22,8,1,2021/01/19 14:50:51
Lewis County,2020-10-04,5,36,41,12,7,9,11,2,0,2021/01/19 14:50:51
Lewis County,2020-10-11,2,37,39,6,10,13,9,1,0,2021/01/19 14:50:51
Lewis County,2020-10-18,1,46,47,9,16,16,5,1,0,2021/01/19 14:50:51
Lewis County,2020-10-25,2,50,52,8,19,14,10,1,0,2021/01/19 14:50:51
Lewis County,2020-11-01,11,68,79,14,20,26,19,0,0,2021/01/19 14:50:51
Lewis County,2020-11-08,18,111,129,27,37,35,22,7,1,2021/01/19 14:50:51
Lewis County,2020-11-15,27,147,174,31,60,45,32,6,0,2021/01/19 14:50:51
Lewis County,2020-11-22,27,150,177,35,55,45,36,6,0,2021/01/19 14:50:51
Lewis County,2020-11-29,69,251,320,71,106,89,47,7,0,2021/01/19 14:50:51
Lewis County,2020-12-06,31,205,236,33,80,82,29,12,0,2021/01/19 14:50:51
Lewis County,2020-12-13,38,217,255,50,88,65,39,13,0,2021/01/19 14:50:51
Lewis County,2020-12-20,30,130,160,31,57,38,26,6,2,2021/01/19 14:50:51
Lewis County,2020-12-27,35,186,221,39,81,62,36,3,0,2021/01/19 14:50:51
Lewis County,2021-01-03,32,196,228,25,88,62,45,8,0,2021/01/19 14:50:51
Lewis County,2021-01-10,37,153,190,22,55,57,48,8,0,2021/01/19 14:50:51
Lewis County,2021-01-17,0,2,2,0,0,0,1,1,0,2021/01/19 14:50:51
Lincoln County,2020-03-08,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-04-05,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-06-21,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Lincoln County,2020-07-12,0,2,2,0,1,0,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-07-19,0,5,5,1,2,1,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-07-26,0,6,6,2,1,1,2,0,0,2021/01/19 14:50:51
Lincoln County,2020-08-02,0,10,10,2,3,4,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-08-09,0,4,4,0,0,0,2,0,2,2021/01/19 14:50:51
Lincoln County,2020-08-30,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Lincoln County,2020-09-06,0,5,5,2,1,2,0,0,0,2021/01/19 14:50:51
Lincoln County,2020-09-13,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Lincoln County,2020-09-20,0,10,10,2,3,4,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-09-27,0,10,10,3,2,2,1,0,2,2021/01/19 14:50:51
Lincoln County,2020-10-04,0,3,3,0,1,2,0,0,0,2021/01/19 14:50:51
Lincoln County,2020-10-11,0,4,4,0,0,2,2,0,0,2021/01/19 14:50:51
Lincoln County,2020-10-18,0,9,9,0,2,3,4,0,0,2021/01/19 14:50:51
Lincoln County,2020-10-25,0,7,7,0,1,3,3,0,0,2021/01/19 14:50:51
Lincoln County,2020-11-01,1,4,5,1,1,3,0,0,0,2021/01/19 14:50:51
Lincoln County,2020-11-08,0,35,35,6,3,7,5,13,1,2021/01/19 14:50:51
Lincoln County,2020-11-15,3,33,36,2,13,4,13,4,0,2021/01/19 14:50:51
Lincoln County,2020-11-22,1,19,20,0,3,9,7,1,0,2021/01/19 14:50:51
Lincoln County,2020-11-29,1,20,21,2,4,9,4,2,0,2021/01/19 14:50:51
Lincoln County,2020-12-06,0,17,17,0,5,5,6,1,0,2021/01/19 14:50:51
Lincoln County,2020-12-13,0,9,9,2,3,2,2,0,0,2021/01/19 14:50:51
Lincoln County,2020-12-20,0,18,18,0,10,7,1,0,0,2021/01/19 14:50:51
Lincoln County,2020-12-27,0,22,22,3,3,9,7,0,0,2021/01/19 14:50:51
Lincoln County,2021-01-03,1,14,15,2,5,2,5,1,0,2021/01/19 14:50:51
Lincoln County,2021-01-10,0,12,12,1,5,3,2,1,0,2021/01/19 14:50:51
Mason County,2020-03-15,0,3,3,0,0,1,1,1,0,2021/01/19 14:50:51
Mason County,2020-03-22,0,3,3,0,0,1,2,0,0,2021/01/19 14:50:51
Mason County,2020-03-29,0,12,12,0,2,6,4,0,0,2021/01/19 14:50:51
Mason County,2020-04-05,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Mason County,2020-04-12,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Mason County,2020-04-19,0,3,3,0,2,1,0,0,0,2021/01/19 14:50:51
Mason County,2020-04-26,0,3,3,0,1,1,0,1,0,2021/01/19 14:50:51
Mason County,2020-05-03,0,3,3,0,2,0,1,0,0,2021/01/19 14:50:51
Mason County,2020-05-10,0,3,3,0,1,2,0,0,0,2021/01/19 14:50:51
Mason County,2020-05-17,0,2,2,0,1,0,1,0,0,2021/01/19 14:50:51
Mason County,2020-05-24,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Mason County,2020-05-31,0,2,2,1,0,1,0,0,0,2021/01/19 14:50:51
Mason County,2020-06-07,0,3,3,0,0,1,2,0,0,2021/01/19 14:50:51
Mason County,2020-06-14,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Mason County,2020-06-21,0,7,7,0,3,4,0,0,0,2021/01/19 14:50:51
Mason County,2020-06-28,0,7,7,0,1,4,2,0,0,2021/01/19 14:50:51
Mason County,2020-07-05,0,14,14,3,3,7,1,0,0,2021/01/19 14:50:51
Mason County,2020-07-12,0,20,20,0,6,11,3,0,0,2021/01/19 14:50:51
Mason County,2020-07-19,0,48,48,8,24,13,2,1,0,2021/01/19 14:50:51
Mason County,2020-07-26,0,47,47,12,22,12,1,0,0,2021/01/19 14:50:51
Mason County,2020-08-02,0,55,55,19,28,5,3,0,0,2021/01/19 14:50:51
Mason County,2020-08-09,0,30,30,8,13,6,3,0,0,2021/01/19 14:50:51
Mason County,2020-08-16,1,28,29,4,11,6,5,3,0,2021/01/19 14:50:51
Mason County,2020-08-23,0,26,26,7,5,6,6,2,0,2021/01/19 14:50:51
Mason County,2020-08-30,0,17,17,5,5,6,1,0,0,2021/01/19 14:50:51
Mason County,2020-09-06,0,14,14,1,9,1,2,1,0,2021/01/19 14:50:51
Mason County,2020-09-13,0,23,23,5,6,3,7,2,0,2021/01/19 14:50:51
Mason County,2020-09-20,0,25,25,3,8,6,4,4,0,2021/01/19 14:50:51
Mason County,2020-09-27,0,42,42,5,9,13,11,4,0,2021/01/19 14:50:51
Mason County,2020-10-04,0,33,33,8,9,9,6,1,0,2021/01/19 14:50:51
Mason County,2020-10-11,0,21,21,4,9,5,3,0,0,2021/01/19 14:50:51
Mason County,2020-10-18,0,23,23,5,7,5,6,0,0,2021/01/19 14:50:51
Mason County,2020-10-25,0,26,26,2,10,10,3,1,0,2021/01/19 14:50:51
Mason County,2020-11-01,0,46,46,7,11,15,12,1,0,2021/01/19 14:50:51
Mason County,2020-11-08,1,42,43,5,10,15,12,1,0,2021/01/19 14:50:51
Mason County,2020-11-15,1,78,79,10,33,22,13,1,0,2021/01/19 14:50:51
Mason County,2020-11-22,0,143,143,10,43,67,20,3,0,2021/01/19 14:50:51
Mason County,2020-11-29,3,247,250,10,118,98,22,2,0,2021/01/19 14:50:51
Mason County,2020-12-06,3,155,158,10,63,54,16,15,0,2021/01/19 14:50:51
Mason County,2020-12-13,4,166,170,9,79,65,16,1,0,2021/01/19 14:50:51
Mason County,2020-12-20,1,113,114,6,61,38,8,1,0,2021/01/19 14:50:51
Mason County,2020-12-27,1,130,131,12,66,43,9,1,0,2021/01/19 14:50:51
Mason County,2021-01-03,5,203,208,25,108,56,13,6,0,2021/01/19 14:50:51
Mason County,2021-01-10,1,75,76,7,33,22,13,1,0,2021/01/19 14:50:51
Okanogan County,2020-03-15,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-03-22,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-03-29,0,6,6,2,2,0,2,0,0,2021/01/19 14:50:51
Okanogan County,2020-04-05,0,4,4,2,0,2,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-04-12,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-04-19,0,8,8,0,2,3,3,0,0,2021/01/19 14:50:51
Okanogan County,2020-04-26,0,1,1,1,0,0,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-05-03,0,5,5,0,3,1,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-05-10,0,12,12,3,6,3,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-05-17,0,5,5,2,3,0,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-05-24,0,8,8,1,5,2,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-05-31,0,12,12,3,3,5,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-06-07,0,10,10,1,1,4,4,0,0,2021/01/19 14:50:51
Okanogan County,2020-06-14,0,9,9,0,4,0,5,0,0,2021/01/19 14:50:51
Okanogan County,2020-06-21,0,22,22,1,19,2,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-06-28,0,53,53,10,30,9,3,1,0,2021/01/19 14:50:51
Okanogan County,2020-07-05,0,112,112,15,50,40,7,0,0,2021/01/19 14:50:51
Okanogan County,2020-07-12,1,272,273,59,91,86,35,2,0,2021/01/19 14:50:51
Okanogan County,2020-07-19,0,174,174,35,68,49,21,1,0,2021/01/19 14:50:51
Okanogan County,2020-07-26,1,126,127,25,58,33,11,0,0,2021/01/19 14:50:51
Okanogan County,2020-08-02,2,81,83,12,30,24,14,3,0,2021/01/19 14:50:51
Okanogan County,2020-08-09,1,63,64,12,23,15,12,2,0,2021/01/19 14:50:51
Okanogan County,2020-08-16,2,54,56,3,26,20,7,0,0,2021/01/19 14:50:51
Okanogan County,2020-08-23,3,32,35,4,16,8,6,1,0,2021/01/19 14:50:51
Okanogan County,2020-08-30,9,4,13,2,5,5,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-09-06,3,2,5,2,0,1,0,2,0,2021/01/19 14:50:51
Okanogan County,2020-09-13,5,3,8,0,4,2,2,0,0,2021/01/19 14:50:51
Okanogan County,2020-09-20,4,5,9,1,2,5,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-09-27,7,2,9,0,0,4,5,0,0,2021/01/19 14:50:51
Okanogan County,2020-10-04,1,6,7,1,1,2,3,0,0,2021/01/19 14:50:51
Okanogan County,2020-10-11,1,4,5,2,0,3,0,0,0,2021/01/19 14:50:51
Okanogan County,2020-10-18,2,17,19,0,9,5,4,0,1,2021/01/19 14:50:51
Okanogan County,2020-10-25,3,21,24,10,7,6,0,1,0,2021/01/19 14:50:51
Okanogan County,2020-11-01,3,9,12,1,4,6,1,0,0,2021/01/19 14:50:51
Okanogan County,2020-11-08,9,14,23,3,7,3,8,2,0,2021/01/19 14:50:51
Okanogan County,2020-11-15,41,53,94,17,22,26,15,14,0,2021/01/19 14:50:51
Okanogan County,2020-11-22,5,28,33,4,11,8,5,5,0,2021/01/19 14:50:51
Okanogan County,2020-11-29,31,51,82,16,21,20,22,3,0,2021/01/19 14:50:51
Okanogan County,2020-12-06,56,47,103,15,31,32,22,3,0,2021/01/19 14:50:51
Okanogan County,2020-12-13,52,66,118,15,37,35,23,8,0,2021/01/19 14:50:51
Okanogan County,2020-12-20,40,48,88,18,26,25,12,7,0,2021/01/19 14:50:51
Okanogan County,2020-12-27,33,38,71,12,19,17,21,2,0,2021/01/19 14:50:51
Okanogan County,2021-01-03,47,33,80,18,31,17,11,3,0,2021/01/19 14:50:51
Okanogan County,2021-01-10,30,22,52,10,13,15,9,5,0,2021/01/19 14:50:51
Pacific County,2020-03-29,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Pacific County,2020-04-12,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Pacific County,2020-04-19,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Pacific County,2020-04-26,0,4,4,0,0,4,0,0,0,2021/01/19 14:50:51
Pacific County,2020-05-03,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Pacific County,2020-05-31,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Pacific County,2020-06-07,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Pacific County,2020-06-14,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Pacific County,2020-06-21,0,5,5,2,3,0,0,0,0,2021/01/19 14:50:51
Pacific County,2020-07-05,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Pacific County,2020-07-12,0,7,7,1,0,2,4,0,0,2021/01/19 14:50:51
Pacific County,2020-07-19,0,6,6,0,2,2,2,0,0,2021/01/19 14:50:51
Pacific County,2020-07-26,0,11,11,3,2,0,5,1,0,2021/01/19 14:50:51
Pacific County,2020-08-02,0,13,13,1,1,3,5,3,0,2021/01/19 14:50:51
Pacific County,2020-08-09,0,4,4,1,1,1,1,0,0,2021/01/19 14:50:51
Pacific County,2020-08-16,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Pacific County,2020-08-30,0,13,13,4,3,3,2,1,0,2021/01/19 14:50:51
Pacific County,2020-09-06,0,4,4,1,1,0,2,0,0,2021/01/19 14:50:51
Pacific County,2020-09-13,0,3,3,0,1,1,1,0,0,2021/01/19 14:50:51
Pacific County,2020-09-20,0,6,6,4,2,0,0,0,0,2021/01/19 14:50:51
Pacific County,2020-09-27,0,4,4,1,0,1,2,0,0,2021/01/19 14:50:51
Pacific County,2020-10-04,0,17,17,3,4,5,5,0,0,2021/01/19 14:50:51
Pacific County,2020-10-11,0,7,7,1,5,1,0,0,0,2021/01/19 14:50:51
Pacific County,2020-10-18,0,6,6,3,1,0,2,0,0,2021/01/19 14:50:51
Pacific County,2020-10-25,0,3,3,0,0,2,1,0,0,2021/01/19 14:50:51
Pacific County,2020-11-01,0,39,39,10,11,11,7,0,0,2021/01/19 14:50:51
Pacific County,2020-11-08,11,34,45,11,13,12,9,0,0,2021/01/19 14:50:51
Pacific County,2020-11-15,110,46,156,44,53,50,7,2,0,2021/01/19 14:50:51
Pacific County,2020-11-22,30,33,63,16,21,15,9,2,0,2021/01/19 14:50:51
Pacific County,2020-11-29,11,17,28,4,5,13,5,1,0,2021/01/19 14:50:51
Pacific County,2020-12-06,1,34,35,4,7,12,10,2,0,2021/01/19 14:50:51
Pacific County,2020-12-13,1,30,31,3,9,9,8,2,0,2021/01/19 14:50:51
Pacific County,2020-12-20,2,14,16,3,5,6,1,1,0,2021/01/19 14:50:51
Pacific County,2020-12-27,0,22,22,4,5,7,5,1,0,2021/01/19 14:50:51
Pacific County,2021-01-03,0,26,26,2,11,7,5,1,0,2021/01/19 14:50:51
Pacific County,2021-01-10,0,18,18,3,7,3,5,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-03-29,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
Pend Oreille County,2020-04-12,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-05-17,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-06-21,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-06-28,0,2,2,1,1,0,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-07-05,0,8,8,0,3,2,3,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-07-12,0,11,11,3,3,3,2,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-07-19,0,11,11,4,4,3,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-07-26,0,3,3,0,0,0,3,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-08-02,1,6,7,2,3,2,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-08-09,0,5,5,0,2,3,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-08-16,0,4,4,1,1,1,1,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-08-23,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-08-30,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-09-06,0,2,2,1,0,1,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-09-13,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-09-20,0,6,6,3,1,2,0,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-09-27,3,22,25,4,4,8,8,1,0,2021/01/19 14:50:51
