County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,UnknownAge,dtm_updated
Franklin County,2020-03-29,0,38,38,2,11,21,2,2,0,2021/01/19 14:50:51
Franklin County,2020-04-05,0,67,67,4,21,26,15,1,0,2021/01/19 14:50:51
Franklin County,2020-04-12,0,77,77,2,23,30,12,10,0,2021/01/19 14:50:51
Franklin County,2020-04-19,0,118,118,2,39,59,16,2,0,2021/01/19 14:50:51
Franklin County,2020-04-26,0,55,55,2,23,18,10,2,0,2021/01/19 14:50:51
Franklin County,2020-05-03,0,41,41,2,13,16,6,4,0,2021/01/19 14:50:51
Franklin County,2020-05-10,0,50,50,2,21,18,7,2,0,2021/01/19 14:50:51
Franklin County,2020-05-17,0,73,73,13,33,20,7,0,0,2021/01/19 14:50:51
Franklin County,2020-05-24,0,134,134,19,57,40,17,1,0,2021/01/19 14:50:51
Franklin County,2020-05-31,0,198,198,30,70,70,26,2,0,2021/01/19 14:50:51
Franklin County,2020-06-07,0,246,246,26,90,96,33,1,0,2021/01/19 14:50:51
Franklin County,2020-06-14,0,333,333,41,146,112,31,3,0,2021/01/19 14:50:51
Franklin County,2020-06-21,0,381,381,47,146,146,36,5,1,2021/01/19 14:50:51
Franklin County,2020-06-28,1,399,400,60,179,117,37,7,0,2021/01/19 14:50:51
Franklin County,2020-07-05,0,394,394,61,158,128,41,6,0,2021/01/19 14:50:51
Franklin County,2020-07-12,0,315,315,48,149,91,24,3,0,2021/01/19 14:50:51
Franklin County,2020-07-19,0,283,283,65,122,75,18,3,0,2021/01/19 14:50:51
Franklin County,2020-07-26,0,207,207,46,81,61,17,2,0,2021/01/19 14:50:51
Franklin County,2020-08-02,1,192,193,47,74,51,18,3,0,2021/01/19 14:50:51
Franklin County,2020-08-09,0,158,158,30,61,48,18,1,0,2021/01/19 14:50:51
Franklin County,2020-08-16,2,98,100,25,38,30,7,0,0,2021/01/19 14:50:51
Franklin County,2020-08-23,3,95,98,21,40,21,14,2,0,2021/01/19 14:50:51
Franklin County,2020-08-30,11,99,110,15,58,20,14,2,1,2021/01/19 14:50:51
Franklin County,2020-09-06,0,77,77,15,26,23,11,2,0,2021/01/19 14:50:51
Franklin County,2020-09-13,2,71,73,9,34,20,8,2,0,2021/01/19 14:50:51
Franklin County,2020-09-20,0,97,97,16,47,24,7,3,0,2021/01/19 14:50:51
Franklin County,2020-09-27,0,98,98,24,38,28,8,0,0,2021/01/19 14:50:51
Franklin County,2020-10-04,1,143,144,37,63,32,12,0,0,2021/01/19 14:50:51
Franklin County,2020-10-11,2,119,121,17,50,38,16,0,0,2021/01/19 14:50:51
Franklin County,2020-10-18,1,140,141,32,53,45,11,0,0,2021/01/19 14:50:51
Franklin County,2020-10-25,2,168,170,31,73,45,17,4,0,2021/01/19 14:50:51
Franklin County,2020-11-01,1,225,226,36,111,54,23,2,0,2021/01/19 14:50:51
Franklin County,2020-11-08,18,442,460,81,197,134,43,5,0,2021/01/19 14:50:51
Franklin County,2020-11-15,15,559,574,102,236,166,64,6,0,2021/01/19 14:50:51
Franklin County,2020-11-22,15,444,459,94,153,149,57,6,0,2021/01/19 14:50:51
Franklin County,2020-11-29,25,625,650,143,253,170,77,6,1,2021/01/19 14:50:51
Franklin County,2020-12-06,31,497,528,131,203,145,37,10,2,2021/01/19 14:50:51
Franklin County,2020-12-13,6,401,407,91,175,106,33,2,0,2021/01/19 14:50:51
Franklin County,2020-12-20,11,298,309,66,120,87,34,2,0,2021/01/19 14:50:51
Franklin County,2020-12-27,5,398,403,81,176,99,45,2,0,2021/01/19 14:50:51
Franklin County,2021-01-03,8,414,422,114,175,99,32,2,0,2021/01/19 14:50:51
Franklin County,2021-01-10,1,263,264,75,87,77,23,2,0,2021/01/19 14:50:51
Franklin County,2021-01-17,0,21,21,4,4,6,6,1,0,2021/01/19 14:50:51
Garfield County,2020-07-05,0,2,2,0,1,0,1,0,0,2021/01/19 14:50:51
Garfield County,2020-07-26,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Garfield County,2020-08-02,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Garfield County,2020-08-30,0,5,5,1,3,1,0,0,0,2021/01/19 14:50:51
Garfield County,2020-09-06,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Garfield County,2020-09-13,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Garfield County,2020-09-27,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
Garfield County,2020-10-11,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Garfield County,2020-10-25,1,18,19,0,7,3,7,2,0,2021/01/19 14:50:51
Garfield County,2020-11-01,4,12,16,0,3,3,10,0,0,2021/01/19 14:50:51
Garfield County,2020-11-08,1,9,10,2,2,1,4,1,0,2021/01/19 14:50:51
Garfield County,2020-11-15,0,3,3,0,2,1,0,0,0,2021/01/19 14:50:51
Garfield County,2020-11-22,2,4,6,1,1,0,3,1,0,2021/01/19 14:50:51
Garfield County,2020-11-29,1,1,2,1,0,0,1,0,0,2021/01/19 14:50:51
Garfield County,2020-12-06,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Garfield County,2020-12-13,1,8,9,0,1,0,2,6,0,2021/01/19 14:50:51
Garfield County,2020-12-20,6,7,13,2,3,1,2,5,0,2021/01/19 14:50:51
Garfield County,2020-12-27,2,1,3,0,1,2,0,0,0,2021/01/19 14:50:51
Garfield County,2021-01-03,2,1,3,1,1,1,0,0,0,2021/01/19 14:50:51
Garfield County,2021-01-10,2,1,3,1,2,0,0,0,0,2021/01/19 14:50:51
Grant County,2020-03-01,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
Grant County,2020-03-08,0,11,11,2,3,3,3,0,0,2021/01/19 14:50:51
Grant County,2020-03-15,0,36,36,2,10,14,10,0,0,2021/01/19 14:50:51
Grant County,2020-03-22,0,27,27,1,11,11,4,0,0,2021/01/19 14:50:51
Grant County,2020-03-29,0,24,24,2,10,8,4,0,0,2021/01/19 14:50:51
Grant County,2020-04-05,0,29,29,2,10,13,4,0,0,2021/01/19 14:50:51
Grant County,2020-04-12,0,18,18,4,4,5,5,0,0,2021/01/19 14:50:51
Grant County,2020-04-19,0,15,15,2,9,4,0,0,0,2021/01/19 14:50:51
Grant County,2020-04-26,0,21,21,2,15,3,1,0,0,2021/01/19 14:50:51
Grant County,2020-05-03,0,4,4,0,0,3,1,0,0,2021/01/19 14:50:51
Grant County,2020-05-10,0,6,6,2,1,3,0,0,0,2021/01/19 14:50:51
Grant County,2020-05-17,0,16,16,3,8,5,0,0,0,2021/01/19 14:50:51
Grant County,2020-05-24,0,33,33,8,13,6,4,2,0,2021/01/19 14:50:51
Grant County,2020-05-31,0,13,13,2,8,3,0,0,0,2021/01/19 14:50:51
Grant County,2020-06-07,0,97,97,22,35,28,10,2,0,2021/01/19 14:50:51
Grant County,2020-06-14,0,133,133,23,56,35,15,4,0,2021/01/19 14:50:51
Grant County,2020-06-21,0,97,97,20,34,32,10,1,0,2021/01/19 14:50:51
Grant County,2020-06-28,0,118,118,17,50,34,13,4,0,2021/01/19 14:50:51
Grant County,2020-07-05,0,194,194,41,81,50,16,6,0,2021/01/19 14:50:51
Grant County,2020-07-12,0,138,138,22,66,31,17,2,0,2021/01/19 14:50:51
Grant County,2020-07-19,0,176,176,25,78,54,15,4,0,2021/01/19 14:50:51
Grant County,2020-07-26,0,167,167,28,68,55,13,3,0,2021/01/19 14:50:51
Grant County,2020-08-02,0,208,208,30,92,65,16,5,0,2021/01/19 14:50:51
Grant County,2020-08-09,0,321,321,57,154,79,30,1,0,2021/01/19 14:50:51
Grant County,2020-08-16,0,235,235,35,112,60,23,5,0,2021/01/19 14:50:51
Grant County,2020-08-23,0,200,200,38,85,60,15,2,0,2021/01/19 14:50:51
Grant County,2020-08-30,1,203,204,32,107,53,10,2,0,2021/01/19 14:50:51
Grant County,2020-09-06,0,163,163,19,87,46,10,1,0,2021/01/19 14:50:51
Grant County,2020-09-13,1,158,159,22,73,50,11,3,0,2021/01/19 14:50:51
Grant County,2020-09-20,0,128,128,22,55,37,12,2,0,2021/01/19 14:50:51
Grant County,2020-09-27,0,79,79,4,36,28,10,1,0,2021/01/19 14:50:51
Grant County,2020-10-04,0,120,120,16,44,26,30,4,0,2021/01/19 14:50:51
Grant County,2020-10-11,0,99,99,17,28,24,27,3,0,2021/01/19 14:50:51
Grant County,2020-10-18,0,56,56,9,23,13,10,1,0,2021/01/19 14:50:51
Grant County,2020-10-25,6,74,80,9,35,22,8,6,0,2021/01/19 14:50:51
Grant County,2020-11-01,31,134,165,36,58,58,12,1,0,2021/01/19 14:50:51
Grant County,2020-11-08,38,243,281,58,107,84,27,5,0,2021/01/19 14:50:51
Grant County,2020-11-15,70,278,348,65,134,119,29,1,0,2021/01/19 14:50:51
Grant County,2020-11-22,56,152,208,30,85,56,34,3,0,2021/01/19 14:50:51
Grant County,2020-11-29,83,283,366,77,163,98,26,2,0,2021/01/19 14:50:51
Grant County,2020-12-06,207,225,432,85,168,121,49,7,2,2021/01/19 14:50:51
Grant County,2020-12-13,145,246,391,92,146,94,54,5,0,2021/01/19 14:50:51
Grant County,2020-12-20,114,131,245,45,95,66,39,0,0,2021/01/19 14:50:51
Grant County,2020-12-27,115,165,280,50,113,77,36,4,0,2021/01/19 14:50:51
Grant County,2021-01-03,129,204,333,74,123,86,43,7,0,2021/01/19 14:50:51
Grant County,2021-01-10,142,134,276,72,99,70,28,6,1,2021/01/19 14:50:51
Grant County,2021-01-17,14,8,22,6,7,7,2,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-03-08,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-03-15,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-03-22,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-03-29,0,4,4,0,1,3,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-04-05,0,5,5,0,0,1,4,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-04-26,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-05-03,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-05-10,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-05-17,0,1,1,1,0,0,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-05-24,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-05-31,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-06-07,0,3,3,0,1,2,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-06-14,0,4,4,0,1,1,2,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-06-21,0,4,4,1,1,2,0,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-06-28,0,16,16,4,10,1,1,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-07-05,0,9,9,1,1,6,1,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-07-12,0,11,11,0,7,3,0,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-07-19,1,22,23,1,6,9,6,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-07-26,0,16,16,1,12,2,0,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-08-02,0,19,19,2,6,2,5,4,0,2021/01/19 14:50:51
Grays Harbor County,2020-08-09,6,24,30,6,13,7,3,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-08-16,2,69,71,6,31,28,5,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-08-23,3,29,32,7,12,4,9,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-08-30,5,58,63,10,18,22,8,5,0,2021/01/19 14:50:51
Grays Harbor County,2020-09-06,5,67,72,23,24,14,3,8,0,2021/01/19 14:50:51
Grays Harbor County,2020-09-13,0,80,80,15,23,22,14,6,0,2021/01/19 14:50:51
Grays Harbor County,2020-09-20,3,57,60,14,25,16,5,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-09-27,1,46,47,13,14,16,4,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-10-04,0,48,48,6,17,13,10,2,0,2021/01/19 14:50:51
Grays Harbor County,2020-10-11,2,49,51,14,9,17,9,2,0,2021/01/19 14:50:51
Grays Harbor County,2020-10-18,6,57,63,13,16,17,15,2,0,2021/01/19 14:50:51
Grays Harbor County,2020-10-25,2,33,35,7,7,9,11,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-11-01,4,73,77,8,18,24,27,0,0,2021/01/19 14:50:51
Grays Harbor County,2020-11-08,12,73,85,12,28,18,25,2,0,2021/01/19 14:50:51
Grays Harbor County,2020-11-15,13,90,103,21,37,29,12,3,1,2021/01/19 14:50:51
Grays Harbor County,2020-11-22,3,68,71,9,27,23,8,4,0,2021/01/19 14:50:51
Grays Harbor County,2020-11-29,0,268,268,15,79,74,48,5,47,2021/01/19 14:50:51
Grays Harbor County,2020-12-06,6,201,207,28,64,77,36,2,0,2021/01/19 14:50:51
Grays Harbor County,2020-12-13,3,537,540,33,194,251,61,1,0,2021/01/19 14:50:51
Grays Harbor County,2020-12-20,1,174,175,25,69,59,21,0,1,2021/01/19 14:50:51
Grays Harbor County,2020-12-27,10,126,136,19,52,42,21,2,0,2021/01/19 14:50:51
Grays Harbor County,2021-01-03,14,174,188,24,62,71,27,4,0,2021/01/19 14:50:51
Grays Harbor County,2021-01-10,7,103,110,18,34,38,19,1,0,2021/01/19 14:50:51
Grays Harbor County,2021-01-17,1,0,1,0,1,0,0,0,0,2021/01/19 14:50:51
Island County,2020-03-08,0,18,18,0,3,8,6,1,0,2021/01/19 14:50:51
Island County,2020-03-15,0,25,25,0,3,7,10,5,0,2021/01/19 14:50:51
Island County,2020-03-22,0,81,81,2,19,17,18,25,0,2021/01/19 14:50:51
Island County,2020-03-29,0,33,33,1,6,11,13,2,0,2021/01/19 14:50:51
Island County,2020-04-05,0,7,7,0,1,3,2,1,0,2021/01/19 14:50:51
Island County,2020-04-12,0,5,5,0,2,2,0,1,0,2021/01/19 14:50:51
Island County,2020-04-26,0,4,4,0,0,2,0,2,0,2021/01/19 14:50:51
Island County,2020-05-03,0,7,7,0,2,3,2,0,0,2021/01/19 14:50:51
Island County,2020-05-10,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Island County,2020-05-17,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Island County,2020-05-24,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Island County,2020-06-14,0,8,8,1,3,3,1,0,0,2021/01/19 14:50:51
Island County,2020-06-21,0,3,3,0,1,1,1,0,0,2021/01/19 14:50:51
Island County,2020-06-28,0,5,5,0,0,2,3,0,0,2021/01/19 14:50:51
Island County,2020-07-05,0,9,9,2,3,1,2,1,0,2021/01/19 14:50:51
Island County,2020-07-12,0,12,12,1,7,2,1,1,0,2021/01/19 14:50:51
Island County,2020-07-19,0,17,17,4,5,7,0,1,0,2021/01/19 14:50:51
Island County,2020-07-26,0,7,7,1,4,0,2,0,0,2021/01/19 14:50:51
Island County,2020-08-02,0,5,5,1,3,0,0,1,0,2021/01/19 14:50:51
Island County,2020-08-09,0,6,6,1,2,2,1,0,0,2021/01/19 14:50:51
Island County,2020-08-16,0,12,12,3,5,3,1,0,0,2021/01/19 14:50:51
Island County,2020-08-23,0,5,5,1,2,1,1,0,0,2021/01/19 14:50:51
Island County,2020-08-30,0,2,2,0,1,0,0,1,0,2021/01/19 14:50:51
Island County,2020-09-06,0,12,12,2,7,1,2,0,0,2021/01/19 14:50:51
Island County,2020-09-13,0,10,10,2,4,2,1,1,0,2021/01/19 14:50:51
Island County,2020-09-20,3,18,21,1,6,8,5,1,0,2021/01/19 14:50:51
Island County,2020-09-27,0,9,9,2,6,1,0,0,0,2021/01/19 14:50:51
Island County,2020-10-04,0,26,26,2,13,7,3,1,0,2021/01/19 14:50:51
Island County,2020-10-11,0,16,16,4,8,2,2,0,0,2021/01/19 14:50:51
Island County,2020-10-18,6,28,34,7,7,12,7,1,0,2021/01/19 14:50:51
Island County,2020-10-25,0,24,24,4,7,10,3,0,0,2021/01/19 14:50:51
Island County,2020-11-01,0,36,36,6,16,7,5,2,0,2021/01/19 14:50:51
Island County,2020-11-08,3,70,73,12,37,17,6,1,0,2021/01/19 14:50:51
Island County,2020-11-15,2,89,91,12,38,15,19,7,0,2021/01/19 14:50:51
Island County,2020-11-22,2,59,61,8,21,18,4,10,0,2021/01/19 14:50:51
Island County,2020-11-29,3,80,83,7,36,20,10,10,0,2021/01/19 14:50:51
Island County,2020-12-06,0,54,54,9,22,18,4,1,0,2021/01/19 14:50:51
Island County,2020-12-13,0,43,43,3,27,7,5,1,0,2021/01/19 14:50:51
Island County,2020-12-20,0,34,34,0,21,5,7,1,0,2021/01/19 14:50:51
Island County,2020-12-27,1,73,74,8,28,20,11,7,0,2021/01/19 14:50:51
Island County,2021-01-03,1,80,81,10,34,13,20,4,0,2021/01/19 14:50:51
Island County,2021-01-10,0,37,37,7,14,7,9,0,0,2021/01/19 14:50:51
Island County,2021-01-17,0,2,2,0,1,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-03-01,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-03-08,0,6,6,0,1,1,4,0,0,2021/01/19 14:50:51
Jefferson County,2020-03-15,0,8,8,0,4,2,2,0,0,2021/01/19 14:50:51
Jefferson County,2020-03-22,0,8,8,0,2,3,3,0,0,2021/01/19 14:50:51
Jefferson County,2020-03-29,0,5,5,0,0,0,4,1,0,2021/01/19 14:50:51
Jefferson County,2020-04-05,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-05-03,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
Jefferson County,2020-05-24,0,1,1,1,0,0,0,0,0,2021/01/19 14:50:51
Jefferson County,2020-06-07,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-06-14,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-06-21,0,5,5,1,1,1,2,0,0,2021/01/19 14:50:51
Jefferson County,2020-06-28,0,3,3,0,2,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-07-05,0,3,3,0,1,2,0,0,0,2021/01/19 14:50:51
Jefferson County,2020-07-12,0,6,6,4,1,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-07-26,0,3,3,0,0,1,2,0,0,2021/01/19 14:50:51
Jefferson County,2020-08-02,0,2,2,1,0,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-08-09,0,6,6,0,1,1,2,2,0,2021/01/19 14:50:51
Jefferson County,2020-08-16,0,6,6,2,3,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-08-23,0,3,3,0,0,1,2,0,0,2021/01/19 14:50:51
Jefferson County,2020-09-06,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-09-27,0,3,3,0,1,1,1,0,0,2021/01/19 14:50:51
Jefferson County,2020-10-04,0,5,5,0,0,2,3,0,0,2021/01/19 14:50:51
Jefferson County,2020-10-11,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Jefferson County,2020-10-18,0,5,5,0,0,2,3,0,0,2021/01/19 14:50:51
Jefferson County,2020-10-25,0,3,3,1,0,1,0,1,0,2021/01/19 14:50:51
Jefferson County,2020-11-01,0,9,9,4,2,3,0,0,0,2021/01/19 14:50:51
Jefferson County,2020-11-08,0,23,23,2,8,3,9,1,0,2021/01/19 14:50:51
Jefferson County,2020-11-15,0,27,27,2,4,3,14,4,0,2021/01/19 14:50:51
Jefferson County,2020-11-22,0,17,17,2,7,4,4,0,0,2021/01/19 14:50:51
Jefferson County,2020-11-29,0,21,21,6,7,3,3,2,0,2021/01/19 14:50:51
Jefferson County,2020-12-06,0,10,10,3,2,5,0,0,0,2021/01/19 14:50:51
Jefferson County,2020-12-13,0,9,9,1,2,2,2,2,0,2021/01/19 14:50:51
Jefferson County,2020-12-20,1,11,12,5,1,3,3,0,0,2021/01/19 14:50:51
Jefferson County,2020-12-27,0,18,18,1,5,2,8,2,0,2021/01/19 14:50:51
Jefferson County,2021-01-03,0,22,22,4,3,10,4,1,0,2021/01/19 14:50:51
Jefferson County,2021-01-10,0,16,16,3,3,6,4,0,0,2021/01/19 14:50:51
King County,2020-02-21,0,2,2,0,0,0,1,1,0,2021/01/19 14:50:51
King County,2020-02-23,0,30,30,2,4,9,11,4,0,2021/01/19 14:50:51
King County,2020-03-01,0,156,156,0,22,31,52,51,0,2021/01/19 14:50:51
King County,2020-03-08,0,506,506,12,114,130,164,86,0,2021/01/19 14:50:51
King County,2020-03-15,0,813,813,8,228,262,221,94,0,2021/01/19 14:50:51
King County,2020-03-22,0,1122,1122,13,328,403,260,118,0,2021/01/19 14:50:51
King County,2020-03-29,0,1215,1215,46,340,420,293,115,1,2021/01/19 14:50:51
King County,2020-04-05,0,938,938,27,263,345,203,99,1,2021/01/19 14:50:51
King County,2020-04-12,0,779,779,41,239,273,158,68,0,2021/01/19 14:50:51
King County,2020-04-19,0,654,654,30,230,198,142,54,0,2021/01/19 14:50:51
King County,2020-04-26,0,644,644,40,217,222,114,51,0,2021/01/19 14:50:51
King County,2020-05-03,0,512,512,48,187,170,68,39,0,2021/01/19 14:50:51
King County,2020-05-10,0,446,446,54,162,126,75,29,0,2021/01/19 14:50:51
King County,2020-05-17,0,338,338,46,121,95,51,25,0,2021/01/19 14:50:51
King County,2020-05-24,0,338,338,38,130,112,34,24,0,2021/01/19 14:50:51
King County,2020-05-31,0,292,292,47,125,75,34,10,1,2021/01/19 14:50:51
King County,2020-06-07,0,335,335,37,153,69,50,26,0,2021/01/19 14:50:51
King County,2020-06-14,0,494,494,66,235,129,46,18,0,2021/01/19 14:50:51
King County,2020-06-21,0,887,887,153,462,190,60,22,0,2021/01/19 14:50:51
King County,2020-06-28,0,1158,1158,230,616,216,74,21,1,2021/01/19 14:50:51
King County,2020-07-05,3,1186,1189,195,584,266,125,18,1,2021/01/19 14:50:51
King County,2020-07-12,28,1214,1242,192,579,325,116,29,1,2021/01/19 14:50:51
King County,2020-07-19,19,1152,1171,179,509,327,134,22,0,2021/01/19 14:50:51
King County,2020-07-26,31,1061,1092,203,439,259,141,47,3,2021/01/19 14:50:51
King County,2020-08-02,11,990,1001,229,368,267,112,25,0,2021/01/19 14:50:51
King County,2020-08-09,23,1006,1029,187,392,310,106,34,0,2021/01/19 14:50:51
King County,2020-08-16,22,792,814,149,325,218,102,20,0,2021/01/19 14:50:51
King County,2020-08-23,18,804,822,175,314,227,93,13,0,2021/01/19 14:50:51
King County,2020-08-30,25,659,684,125,305,162,72,20,0,2021/01/19 14:50:51
King County,2020-09-06,6,576,582,131,230,149,61,11,0,2021/01/19 14:50:51
King County,2020-09-13,8,554,562,92,254,157,47,12,0,2021/01/19 14:50:51
King County,2020-09-20,5,678,683,99,292,208,71,13,0,2021/01/19 14:50:51
King County,2020-09-27,17,1040,1057,258,422,239,117,21,0,2021/01/19 14:50:51
King County,2020-10-04,20,1075,1095,219,458,280,101,18,19,2021/01/19 14:50:51
King County,2020-10-11,21,1056,1077,200,480,288,97,12,0,2021/01/19 14:50:51
King County,2020-10-18,23,1366,1389,216,603,385,152,33,0,2021/01/19 14:50:51
King County,2020-10-25,34,1969,2003,361,938,498,181,25,0,2021/01/19 14:50:51
King County,2020-11-01,42,3121,3163,533,1451,830,310,37,2,2021/01/19 14:50:51
King County,2020-11-08,55,4358,4413,722,1929,1221,450,91,0,2021/01/19 14:50:51
King County,2020-11-15,57,5213,5270,834,2287,1483,551,114,1,2021/01/19 14:50:51
King County,2020-11-22,27,4503,4530,693,1921,1255,544,113,4,2021/01/19 14:50:51
King County,2020-11-29,48,5037,5085,837,2046,1417,612,172,1,2021/01/19 14:50:51
King County,2020-12-06,71,4197,4268,678,1718,1192,534,143,3,2021/01/19 14:50:51
King County,2020-12-13,79,3833,3912,562,1589,1096,519,137,9,2021/01/19 14:50:51
King County,2020-12-20,86,2874,2960,459,1109,876,412,100,4,2021/01/19 14:50:51
King County,2020-12-27,109,3719,3828,619,1581,1063,453,109,3,2021/01/19 14:50:51
King County,2021-01-03,179,4147,4326,687,1921,1130,464,122,2,2021/01/19 14:50:51
King County,2021-01-10,59,2646,2705,455,1094,762,308,78,8,2021/01/19 14:50:51
King County,2021-01-17,0,56,56,4,20,16,9,7,0,2021/01/19 14:50:51
Kitsap County,2020-03-01,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Kitsap County,2020-03-08,0,10,10,0,1,7,2,0,0,2021/01/19 14:50:51
Kitsap County,2020-03-15,0,21,21,1,7,10,3,0,0,2021/01/19 14:50:51
Kitsap County,2020-03-22,0,44,44,3,9,19,11,2,0,2021/01/19 14:50:51
Kitsap County,2020-03-29,0,49,49,1,17,19,9,3,0,2021/01/19 14:50:51
Kitsap County,2020-04-05,0,8,8,0,3,3,2,0,0,2021/01/19 14:50:51
Kitsap County,2020-04-12,0,9,9,1,2,2,3,1,0,2021/01/19 14:50:51
Kitsap County,2020-04-19,0,8,8,0,4,4,0,0,0,2021/01/19 14:50:51
Kitsap County,2020-04-26,0,2,2,1,1,0,0,0,0,2021/01/19 14:50:51
Kitsap County,2020-05-03,0,3,3,0,0,1,2,0,0,2021/01/19 14:50:51
Kitsap County,2020-05-10,0,4,4,0,3,1,0,0,0,2021/01/19 14:50:51
Kitsap County,2020-05-17,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Kitsap County,2020-05-24,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Kitsap County,2020-05-31,0,9,9,0,4,4,1,0,0,2021/01/19 14:50:51
Kitsap County,2020-06-07,0,14,14,4,4,2,3,1,0,2021/01/19 14:50:51
Kitsap County,2020-06-14,0,12,12,0,7,4,1,0,0,2021/01/19 14:50:51
Kitsap County,2020-06-21,0,43,43,6,19,11,4,3,0,2021/01/19 14:50:51
Kitsap County,2020-06-28,0,43,43,6,16,9,9,3,0,2021/01/19 14:50:51
Kitsap County,2020-07-05,0,68,68,9,33,13,11,2,0,2021/01/19 14:50:51
Kitsap County,2020-07-12,0,116,116,23,61,18,13,1,0,2021/01/19 14:50:51
Kitsap County,2020-07-19,0,122,122,22,60,21,14,4,1,2021/01/19 14:50:51
Kitsap County,2020-07-26,0,120,120,22,51,33,14,0,0,2021/01/19 14:50:51
Kitsap County,2020-08-02,0,73,73,6,33,21,13,0,0,2021/01/19 14:50:51
Kitsap County,2020-08-09,0,77,77,14,33,18,10,2,0,2021/01/19 14:50:51
Kitsap County,2020-08-16,0,101,101,8,33,42,14,4,0,2021/01/19 14:50:51
Kitsap County,2020-08-23,1,65,66,4,22,24,15,1,0,2021/01/19 14:50:51
Kitsap County,2020-08-30,0,47,47,7,19,14,7,0,0,2021/01/19 14:50:51
Kitsap County,2020-09-06,0,52,52,7,17,13,8,7,0,2021/01/19 14:50:51
Kitsap County,2020-09-13,0,29,29,7,13,3,3,3,0,2021/01/19 14:50:51
Kitsap County,2020-09-20,0,80,80,11,21,27,17,4,0,2021/01/19 14:50:51
Kitsap County,2020-09-27,0,94,94,11,32,25,20,6,0,2021/01/19 14:50:51
Kitsap County,2020-10-04,0,59,59,12,18,15,12,2,0,2021/01/19 14:50:51
Kitsap County,2020-10-11,1,63,64,10,20,23,8,3,0,2021/01/19 14:50:51
Kitsap County,2020-10-18,3,64,67,11,24,20,9,2,1,2021/01/19 14:50:51
